entry	scowlSize	tags	partOfSpeech	posClass	sourceLineNumber	scowlInfo
B.P.	80	moby	abbr		45022	80 [moby]
B.Phil.	80	moby	abbr		45024	80 [moby]
B.R.C.S.	80	moby	abbr		46078	80 [moby]
b.s.	80	moby	abbr		48717	80 [moby]
B.S.	40		abbr		48707	40
B.S.S.	80	moby	abbr		48737	80 [moby]
B.Sc.	60		abbr		48723	60
B.V.	80	moby	abbr		51536	80 [moby]
B.V.M.	80	moby	abbr		51540	80 [moby]
bact.	80	moby	abbr		27987	80 [moby]
bacteriol.	80	moby	abbr		28023	80 [moby]
bal	70	moby	abbr		28671	70 [moby]
BAL	70	moby ucacr	unclassified	abbr?	28675	70 [moby] 80 [ucacr]
bal.	70	moby	abbr		28673	70 [moby]
Balt.	80	moby	abbr		29280	80 [moby]
bar.	80	moby	abbr		29976	80 [moby]
barit.	80	moby	abbr		30420	80 [moby]
Bart.	80	moby	abbr		30941	80 [moby]
bbl	60		abbr		32219	60
bbl.	60		abbr		32218	60
BBQ	40		unclassified	abbr?	32221	40
BBS	50		n	abbr?	32225	50 hacker 60
BCG	80	ucacr	unclassified	abbr?	32244	80 [ucacr]
BCME	80	ucacr	unclassified	abbr?	32250	80 [ucacr]
bd.	80	moby	abbr		32254	80 [moby]
bd. ft.	80	moby	abbr		32260	80 [moby]
bdl.	80	moby	abbr		32262	80 [moby]
bdrm	60		abbr		32265	60
bdrm.	60		abbr		32264	60
Belg.	60		abbr		34049	60
Beng.	80	moby	abbr		34835	80 [moby]
bet	85	ukacd	abbr		35891	85 [ukacd]
bet.	70	moby	abbr		35889	70 [moby]
bf	60		abbr		36335	60
BFF	50	+	unclassified	abbr?	36339	50 [+]
BHA	80	ucacr	unclassified	abbr?	36341	80 [ucacr]
BHC	80	ucacr	unclassified	abbr?	36371	80 [ucacr]
BHT	70	5desk ucacr	unclassified	abbr?	36390	70 [5desk] 80 [ucacr]
BIA	60		unclassified	abbr?	36411	60
Bib.	50		abbr		36466	50
bibl.	70	moby	abbr		36498	70 [moby]
Bibl.	80	moby	abbr		36500	80 [moby]
bibliog.	70	moby	abbr		36537	70 [moby]
biog	60		abbr		37906	60
biog.	60		abbr		37905	60
biol	60		abbr		37969	60
biol.	60		abbr		37968	60
BIOS	60		unclassified	abbr?	38159	60
BITNET	50		n	abbr?	38889	50 hacker
bk	60		abbr		39103	60
bk.	60		abbr		39102	60
bkcy.	80	moby	abbr		39107	80 [moby]
bkg.	80	moby	abbr		39109	80 [moby]
bks.	70	moby	abbr		39111	70 [moby]
bl	60		abbr		39114	60
bl.	60		abbr		39113	60
bldg	50		abbr		40078	50
bldg.	50		abbr		40077	50
blk.	70	moby	abbr		40526	70 [moby]
blvd	50		abbr		41515	50
blvd.	50		abbr		41514	50
Blvd.	40		abbr		41512	40
BMX	85	ukacd	unclassified	abbr?	41552	85 [ukacd]
Bn.	80	moby	abbr		41556	80 [moby]
BO	50		unclassified	abbr?	41560	50
BOGOF	70	3of6	unclassified	abbr?	42167	70 [3of6]
Bol.	80	moby	abbr		42345	80 [moby]
bor	85	ukacd	abbr		43540	85 [ukacd]
bor.	70	moby	abbr		43535	70 [moby]
bot	50		abbr		43974	50 hacker 60
bot.	50		abbr		43973	50 hacker 60
bour	85	ukacd	abbr		43541	85 [ukacd]
bp.	80	moby	abbr		45018	80 [moby]
bpm	50	extra	abbr		45026	50 [extra]
BPOE	60		unclassified	abbr?	45028	60
br.	80	moby	abbr		45040	80 [moby]
Br.	60		abbr		45034	60
Braz.	80	moby	abbr		46025	80 [moby]
brig	85	ukacd	abbr		46927	85 [ukacd]
Brig.	80	moby	abbr		46925	80 [moby]
Brit.	50		abbr		47260	50
bro.	60		abbr		47400	60
bros	60		abbr		48059	60
Bros	50		abbr		48056	50
bros.	60		abbr		48058	60
Bros.	50		abbr		48055	50
BSA	60		unclassified	abbr?	48721	60
BSD	50		n	abbr?	48731	50 hacker
Bt.	80	moby	abbr		48741	80 [moby]
btl.	70	moby	abbr		48743	70 [moby]
btry.	70	moby	abbr		48745	70 [moby]
BTW	50	extra	abbr		48755	50 [extra]
BTW	70	3of6	unclassified	abbr?	48757	70 [3of6]
bu	60		abbr		48760	60
bu.	60		abbr		48759	60
bul.	80	moby	abbr		49418	80 [moby]
Bulg.	80	moby	abbr		49458	80 [moby]
bull.	80	moby	abbr		49550	80 [moby]
bur	60		abbr		50218	60
bur.	60		abbr		50217	60
Bur.	70	moby	abbr		50220	70 [moby]
bus.	60		abbr		50809	60
bx	60		abbr		51548	60
bx.	60		abbr		51550	60
bxs.	60		abbr		51552	60
BYOB	60		unclassified	abbr?	51677	60
Byz.	80	moby	abbr		51806	80 [moby]
c	40		abbr		51835	40
c.	40		abbr		51834	40
C.	60		abbr		51837	60
C. of S.	80	moby	abbr		72950	80 [moby]
C.A.	80	moby	abbr		51855	80 [moby]
C.A.F.	80	moby	abbr		52508	80 [moby]
C.B.	80	moby	abbr		59893	80 [moby]
C.B.D.	80	moby	abbr		59899	80 [moby]
C.B.E.	80	moby	abbr		59901	80 [moby]
C.C.	80	moby	abbr		59911	80 [moby]
c.d.	80	moby	abbr		59931	80 [moby]
C.D.	80	moby	abbr		59933	80 [moby]
C.F.	80	moby	abbr		61554	80 [moby]
c.g.	80	moby	abbr		61564	80 [moby]
C.G.	80	moby	abbr		61566	80 [moby]
c.h.	70	moby	abbr		61577	70 [moby]
C.I.	80	moby	abbr		67571	80 [moby]
C.I.O.	80	moby	abbr		68007	80 [moby]
c.m.	80	moby	abbr		71367	80 [moby]
C.M.G.	80	moby	abbr		71373	80 [moby]
C.O.	70	moby	abbr		71428	70 [moby]
c.p.	80	moby	abbr		85551	80 [moby]
C.P.	70	moby	abbr		85549	70 [moby]
C.R.	80	moby	abbr		85584	80 [moby]
C.S.	80	moby	abbr		88978	80 [moby]
C.T.	70	moby	abbr		89008	70 [moby]
C.V.O.	80	moby	abbr		90838	80 [moby]
c.w.o.	70	moby	abbr		90850	70 [moby]
ca	50		abbr		51845	50
ca.	60		abbr		51851	60
CAB	70	moby	unclassified	abbr?	51867	70 [moby]
CAD	60		abbr		52269	60
CAI	60		unclassified	abbr?	52609	60
cal	50		abbr		52733	50
cal.	50		abbr		52732	50
Cal.	50		abbr		52737	50
CAM	60		unclassified	abbr?	53712	60
Camb.	80	moby	abbr		53760	80 [moby]
can.	70	moby	abbr		54276	70 [moby]
Can.	60		abbr		54274	60
Canad.	70	moby	abbr		54291	70 [moby]
canc.	70	moby	abbr		54416	70 [moby]
Cant.	80	moby	abbr		55041	80 [moby]
cap	50		abbr		55323	50
CAP	60		unclassified	abbr?	55325	60
cap.	50		abbr		55322	50
caps	60		abbr		55796	60
caps.	60		abbr		55795	60
capt.	60		abbr		55858	60
Capt.	50		abbr		55856	50
Card.	70	moby	abbr		56442	70 [moby]
CARE	60		unclassified	abbr?	56659	60
cat.	70	moby	abbr		58551	70 [moby]
Cath.	80	moby	abbr		59092	80 [moby]
CATV	50		unclassified	abbr?	59423	50
caus.	80	moby	abbr		59536	80 [moby]
Cav.	80	moby	abbr		59654	80 [moby]
CB	50		unclassified	abbr?	59889	50
cc.	70	moby	abbr		59909	70 [moby]
CCD	70	5desk ucacr	unclassified	abbr?	59913	70 [5desk] 80 [ucacr]
CCTV	60		unclassified	abbr?	59917	60
CCU	60		unclassified	abbr?	59919	60
cd.	80	moby	abbr		59929	80 [moby]
Cdr.	80	moby	abbr		59947	80 [moby]
CDT	60		unclassified	abbr?	59953	60
CEA	80	ucacr	unclassified	abbr?	59963	80 [ucacr]
Celt.	80	moby	abbr		60390	80 [moby]
cen.	80	moby	abbr		60444	80 [moby]
cent.	50		abbr		60545	50
cert	60		abbr		61279	60
cert.	60		abbr		61278	60
cf	50	extra	abbr		61544	50 [extra] 60
cf.	50		av	abbr?	61546	50
cg	60		abbr		61560	60
cg.	60		abbr		61562	60
CGI	60	3of6 extra	unclassified	abbr?	61568	60 [extra] 70 [3of6]
ch	50		abbr		61571	50
ch.	50		abbr		61570	50
Ch.	60		abbr		61573	60
Ch.B.	80	moby	abbr		63434	80 [moby]
Ch.E.	70	moby	abbr		63438	70 [moby]
chap.	50		abbr		62497	50
chem	50		abbr		63914	50
chem.	50		abbr		63913	50
CHF	70	extra	abbr		64506	70 [extra]
chg	60		abbr		64509	60
chg.	60		abbr		64508	60
chge.	60		abbr		64511	60
Chin.	60		abbr		65192	60
chm	60		abbr		65920	60
chm.	60		abbr		65919	60
Chr.	70	moby	abbr		66601	70 [moby]
chron.	70	moby	abbr		67031	70 [moby]
Chron.	80	moby	abbr		67033	80 [moby]
chs.	80	moby	abbr		67167	80 [moby]
cir	60		abbr		68036	60
cir.	60		abbr		68035	60
cit	60		abbr		68532	60
cit.	60		abbr		68531	60
civ.	80	moby	abbr		68733	80 [moby]
ck	60		abbr		68856	60
ck.	60		abbr		68855	60
cl.	80	moby	abbr		68862	80 [moby]
class.	70	moby	abbr		69343	70 [moby]
CLI	60	extra	n	abbr	70120	60 [extra]
Cmdr.	60		abbr		71369	60
cml.	70	moby	abbr		71375	70 [moby]
CMOS	60	extra	n	abbr	71379	60 [extra]
CND	70	3of6	unclassified	abbr?	71381	70 [3of6]
CNY	70	extra	abbr		71408	70 [extra]
co	60		abbr		71418	60
co.	60		abbr		71420	60
Co.	40		abbr		71414	40
cog	85	ukacd	abbr		72962	85 [ukacd]
cog.	80	moby	abbr		72960	80 [moby]
col	50		abbr		73368	50
COL	60		unclassified	abbr?	73374	60
col.	50		abbr		73367	50
Col.	50		abbr		73370	50
COLA	40		n	abbr?	73384	40
coll	60		abbr		73678	60
coll.	60		abbr		73677	60
collat.	80	moby	abbr		73748	80 [moby]
colloq	60		abbr		74036	60
colloq.	60		abbr		74035	60
com	60		abbr		74686	60
COM	80	upper	unclassified	abbr?	74694	80 [upper]
com.	60		abbr		74688	60
Com.	50		abbr		74684	50
Com. Ver.	80	moby	abbr		76804	80 [moby]
comb.	70	moby	abbr		74752	70 [moby]
comdg.	80	moby	abbr		74869	80 [moby]
Comdr.	60		abbr		74871	60
Comdt.	80	moby	abbr		74873	80 [moby]
comm	50		abbr		75118	50
comm.	50		abbr		75117	50
commo	85	ukacd	abbr		75454	85 [ukacd]
comp	60		abbr		75828	60
comp.	60		abbr		75827	60
compar.	70	moby	abbr		75918	70 [moby]
Comr.	70	moby	abbr		76744	70 [moby]
con.	80	moby	abbr		76814	80 [moby]
Con.	70	3of6	unclassified	abbr?	76812	70 [3of6]
Con.	80	moby	abbr		76816	80 [moby]
conc.	70	moby	abbr		76848	70 [moby]
conf.	80	moby	abbr		77666	80 [moby]
cong.	80	moby	abbr		78131	80 [moby]
Cong.	50		abbr		78129	50
conj	50		abbr		78448	50
conj.	50		abbr		78447	50
Conn.	50		abbr		78590	50
cons	70	moby ukacd	abbr		78818	70 [moby] 85 [ukacd]
cons.	70	moby	abbr		78820	70 [moby]
Cons.	70	moby	abbr		78822	70 [moby]
consol	70	moby	abbr		79152	70 [moby]
constr.	70	moby	abbr		79395	70 [moby]
cont	50		abbr		79639	50
cont.	50		abbr		79638	50
cont'd	70	coca	abbr		79744	70 [coca]
contd	50		abbr		79740	50
contd.	50		abbr		79739	50
contemp.	80	moby	abbr		79758	80 [moby]
contr.	70	moby	abbr		80104	70 [moby]
contrib.	70	moby	abbr		80377	70 [moby]
coop.	80	moby	abbr		81123	80 [moby]
cor	85	ukacd	abbr		81720	85 [ukacd]
cor.	70	moby	abbr		81716	70 [moby]
Cor.	80	moby	abbr		81718	80 [moby]
corp	40		abbr		82608	40
corp.	40		abbr		82607	40
Corp.	50		abbr		82610	50
corr	60		abbr		82747	60
corr.	60		abbr		82746	60
correl.	80	moby	abbr		82807	80 [moby]
cot	85	ukacd	abbr		83659	85 [ukacd]
COVID	50	+	unclassified	abbr?	85190	50 [+]
CP	70	moby	unclassified	abbr?	85547	70 [moby]
cp.	70	moby	abbr		85545	70 [moby]
cpd	60		abbr		85556	60
cpd.	60		abbr		85555	60
cpl.	60		abbr		85560	60
Cpl.	60		abbr		85562	60
CPO	60		unclassified	abbr?	85566	60
cpu	80	lcacr	abbr		85574	80 [lcacr]
cpus	80	lcacr	abbr		85576	80 [lcacr]
CQ	70	moby ucacr	unclassified	abbr?	85578	70 [moby] 80 [ucacr]
cr.	70	moby	abbr		85582	70 [moby]
crim.	80	moby	abbr		87053	80 [moby]
crim. con.	80	moby	abbr		87055	80 [moby]
crit	85	ukacd	abbr		87363	85 [ukacd]
crit.	70	moby	abbr		87359	70 [moby]
cryst.	80	moby	abbr		88867	80 [moby]
cs	35		abbr		88968	35
CS	80	ucacr	unclassified	abbr?	88976	80 [ucacr]
cs.	70	moby	abbr		88972	70 [moby]
ct	50		abbr		89000	50
ct.	50		abbr		88999	50
ctn	60		abbr		89031	60
ctn.	60		abbr		89033	60
ctr	60		abbr		89036	60
ctr.	60		abbr		89035	60
cts.	70	moby	abbr		89038	70 [moby]
cu	50		abbr		89046	50
cu.	40		abbr		89044	40
cum	60		abbr		89555	60
cum.	60		abbr		89554	60
cur.	60		abbr		89855	60
cw	60		abbr		90842	60
CW	70	moby	unclassified	abbr?	90844	70 [moby]
cwt.	60		abbr		90854	60
cyl.	80	moby	abbr		91263	80 [moby]
CZ	60		unclassified	abbr?	91750	60
Czech.	80	moby	abbr		91803	80 [moby]
d	50		abbr		91834	50
d.	50		abbr		91833	50
D.	60		abbr		91836	60
D.B.E.	80	moby	abbr		93953	80 [moby]
D.C.L.	80	moby	abbr		93969	80 [moby]
D.C.M.	80	moby	abbr		93971	80 [moby]
D.D.	70	moby	abbr		93977	70 [moby]
D.D.S.	60		abbr		94001	60
D.Eng.	80	moby	abbr		98337	80 [moby]
D.F.	80	moby	abbr		101302	80 [moby]
D.F.C.	80	moby	abbr		101304	80 [moby]
D.J.	70	moby	abbr		108148	70 [moby]
D.O.	80	moby	abbr		108234	80 [moby]
D.O.A.	70	moby	abbr		108238	70 [moby]
d.o.b.	60		abbr		108260	60
D.O.M.	80	moby	abbr		109220	80 [moby]
D.P.	80	moby	abbr		111205	80 [moby]
D.P.H.	80	moby	abbr		111210	80 [moby]
D.P.W.	80	moby	abbr		111223	80 [moby]
D.S.	80	moby	abbr		112957	80 [moby]
D.S.C.	80	moby	abbr		112961	80 [moby]
D.S.M.	80	moby	abbr		112967	80 [moby]
D.S.O.	80	moby	abbr		112969	80 [moby]
D.Sc.	70	moby	abbr		112959	70 [moby]
D.V.	80	moby	abbr		114462	80 [moby]
D.V.M.	70	moby	abbr		114474	70 [moby]
d.w.t.	80	moby	abbr		114570	80 [moby]
DAB	70	3of6	unclassified	abbr?	91861	70 [3of6]
dag	85	ukacd	abbr		92082	85 [ukacd]
Dak.	80	moby	abbr		92296	80 [moby]
dal	85	ukacd	abbr		92322	85 [ukacd]
dam	85	ukacd	abbr		92435	85 [ukacd]
Dan	60		abbr		92664	60
Dan.	60		abbr		92663	60
DAR	60		unclassified	abbr?	93001	60
dat.	70	moby	abbr		93393	70 [moby]
db	60		abbr		93947	60
DBCP	80	ucacr	unclassified	abbr?	93951	80 [ucacr]
dbl	60		abbr		93955	60
dbl.	60		abbr		93957	60
dc	60		abbr		93965	60
dd.	80	moby	abbr		93979	80 [moby]
DDD	80	ucacr	unclassified	abbr?	93989	80 [ucacr]
DDE	80	ucacr	unclassified	abbr?	93991	80 [ucacr]
DDVP	80	ucacr	unclassified	abbr?	94008	80 [ucacr]
deb.	80	moby	abbr		94502	80 [moby]
DEC	50		m	abbr?	94748	50 hacker
dec.	70	moby	abbr		94744	70 [moby]
Dec.	40		abbr		94740	40
decd.	80	moby	abbr		94964	80 [moby]
decl.	80	moby	abbr		95286	80 [moby]
decresc.	80	moby	abbr		95684	80 [moby]
DEET	80	upper	unclassified	abbr?	96045	80 [upper]
def	60		abbr		96056	60
def.	60		abbr		96055	60
DeFi	60	+	abbr		96266	60 [+]
deg	60		abbr		96603	60
deg.	60		abbr		96602	60
del	85	ukacd	abbr		97020	85 [ukacd]
del.	80	moby	abbr		97016	80 [moby]
Dem.	50		abbr		97566	50
Den.	80	moby	abbr		98200	80 [moby]
denom.	80	moby	abbr		98439	80 [moby]
dent.	70	moby	abbr		98524	70 [moby]
dep.	70	moby	abbr		98762	70 [moby]
dept	40		abbr		99200	40
dept.	40		abbr		99199	40
der.	80	moby	abbr		99260	80 [moby]
deriv.	80	moby	abbr		99398	80 [moby]
desc.	80	moby	abbr		99624	80 [moby]
Deut.	80	moby	abbr		100700	80 [moby]
DH	60		unclassified	abbr?	101310	60
DHEA	80	ucacr	unclassified	abbr?	101340	80 [ucacr]
DHS	50	+	unclassified	abbr?	101367	50 [+]
DI	60		unclassified	abbr?	101380	60
di.	80	moby	abbr		101384	80 [moby]
diag.	70	moby	abbr		101523	70 [moby]
dial.	70	moby	abbr		101613	70 [moby]
diam	60		abbr		101753	60
diam.	60		abbr		101752	60
dict	60		abbr		102382	60
dict.	60		abbr		102381	60
diff.	80	moby	abbr		102759	80 [moby]
dig	85	ukacd	abbr		102915	85 [ukacd]
dig.	80	moby	abbr		102911	80 [moby]
dim.	60		abbr		103399	60
DIN	80	upper	unclassified	abbr?	103580	80 [upper]
Din.	80	moby	abbr		103578	80 [moby]
dipl.	80	moby	abbr		104011	80 [moby]
dir.	70	moby	abbr		104233	70 [moby]
Dir.	60		abbr		104231	60
disc	85	ukacd	abbr		104805	85 [ukacd]
disc.	80	moby	abbr		104801	80 [moby]
dist	60		abbr		107198	60
dist.	60		abbr		107197	60
distr.	70	moby	abbr		107379	70 [moby]
div	60		abbr		107733	60
div.	60		abbr		107732	60
DIY	70	3of6 ucacr	unclassified	abbr?	108115	70 [3of6] 80 [ucacr]
dj	80	lcacr	abbr		108150	80 [lcacr]
djs	80	lcacr	abbr		108176	80 [lcacr]
dk.	80	moby	abbr		108178	80 [moby]
DKK	70	extra	abbr		108180	70 [extra]
dlr.	80	moby	abbr		108186	80 [moby]
dlvy.	80	moby	abbr		108188	80 [moby]
DMCA	50	+	unclassified	abbr?	108194	50 [+]
DME	80	ucacr	unclassified	abbr?	108198	80 [ucacr]
DMSO	70	moby ucacr	unclassified	abbr?	108202	70 [moby] 80 [ucacr]
DMT	80	ucacr	unclassified	abbr?	108204	80 [ucacr]
do.	80	moby	abbr		108232	80 [moby]
DOA	60		unclassified	abbr?	108236	60
DOB	60		unclassified	abbr?	108262	60
doc	85	ukacd	abbr		108332	85 [ukacd]
doc.	80	moby	abbr		108328	80 [moby]
DOD	60		unclassified	abbr?	108520	60
dol.	80	moby	abbr		108987	80 [moby]
dom	70	moby	abbr		109208	70 [moby]
dom.	80	moby	abbr		109216	80 [moby]
Dom.	80	moby	abbr		109218	80 [moby]
DOT	60		unclassified	abbr?	110224	60
doz	40		abbr		111171	40
doz.	40		abbr		111170	40
dpi	50	3of6 extra lcacr	abbr		111214	50 [extra] 70 [3of6] 80 [lcacr]
DPN	80	ucacr	unclassified	abbr?	111216	80 [ucacr]
dpt	60		abbr		111219	60
DPT	60		unclassified	abbr?	111221	60
dpt.	60		abbr		111218	60
dr	70	moby	abbr		111229	70 [moby]
dr.	80	moby	abbr		111231	80 [moby]
DRAM	80	upper	n	abbr?	111532	80 [upper]
DRG	80	ucacr	unclassified	abbr?	112060	80 [ucacr]
DST	50		unclassified	abbr?	112977	50
DTD	80	ucacr	unclassified	abbr?	112979	80 [ucacr]
DTP	50		unclassified	abbr?	112981	50
Du.	60		abbr		112989	60
DUI	50		unclassified	abbr?	113405	50
DUKW	80	upper	unclassified	abbr?	113444	80 [upper]
dup	70	moby ukacd	abbr		113989	70 [moby] 85 [ukacd]
dup.	70	moby	abbr		113991	70 [moby]
Dur.	80	moby	abbr		114081	80 [moby]
DVR	50	+ extra	abbr		114484	50 [+] [extra]
DVR's	50	extra	abbr		114488	50 [extra]
DVRs	50	extra	abbr		114486	50 [extra]
DVT	70	3of6	unclassified	abbr?	114490	70 [3of6]
DWI	50		unclassified	abbr?	114552	50
dwt	70	moby	abbr		114568	70 [moby]
DX	70	moby ucacr	unclassified	abbr?	114572	70 [moby] 80 [ucacr]
dz	50		abbr		114988	50
dz.	50		abbr		114987	50
e.	70	moby	abbr		115011	70 [moby]
E.	60		abbr		115009	60
e.e.	80	moby	abbr		116984	80 [moby]
E.E.	70	moby	abbr		116982	70 [moby]
E.E. & M.P.	80	moby	abbr		117018	80 [moby]
e.g.	35		av	abbr?	117282	35
E.I.	80	moby	abbr		117536	80 [moby]
e.o.	80	moby	abbr		123397	80 [moby]
e.o.m.	60		abbr		123448	60
E.R.	70	moby	abbr		124873	70 [moby]
E.T.	85	ukacd	abbr		126461	85 [ukacd]
E.T.A.	70	moby	abbr		126468	70 [moby]
E.T.D.	70	moby	abbr		126536	70 [moby]
E.V.	80	moby	abbr		127793	80 [moby]
ea	50		abbr		115022	50
ea.	50		abbr		115021	50
EAP	70	3of6	unclassified	abbr?	115114	70 [3of6]
EBCDIC	70	5desk	unclassified	abbr?	115712	70 [5desk]
eccl.	60		abbr		115882	60
Ecclus.	80	moby	abbr		115925	80 [moby]
ecol	60		abbr		116181	60
ecol.	60		abbr		116180	60
econ	60		abbr		116203	60
econ.	60		abbr		116202	60
ECU	80	upper	n	abbr?	116478	80 [upper]
Ecua.	80	moby	abbr		116480	80 [moby]
ed	50		abbr		116529	50
ed.	50		abbr		116528	50
EDB	80	ucacr	unclassified	abbr?	116558	80 [ucacr]
edit.	60		abbr		116739	60
eds.	60		abbr		116835	60
EDT	50		unclassified	abbr?	116843	50
educ	60		abbr		116850	60
educ.	60		abbr		116849	60
EEO	60		unclassified	abbr?	117024	60
EEOC	60		unclassified	abbr?	117026	60
eff	85	ukacd	abbr		117047	85 [ukacd]
EFL	40		unclassified	abbr?	117263	40
EFT	60		unclassified	abbr?	117273	60
Eg.	80	moby	abbr		117286	80 [moby]
el	85	ukacd	abbr		117775	85 [ukacd]
elect.	80	moby	abbr		118072	80 [moby]
elem	60		abbr		118680	60
elem.	60		abbr		118679	60
elev	60		abbr		118767	60
elev.	60		abbr		118766	60
Eliz.	80	moby	abbr		118929	80 [moby]
ELT	70	3of6	unclassified	abbr?	119281	70 [3of6]
EM	60		unclassified	abbr?	119445	60
embryol.	80	moby	abbr		119866	80 [moby]
Emp.	70	moby	abbr		120282	70 [moby]
emu	85	ukacd	abbr		120557	85 [ukacd]
EMU	70	3of6	unclassified	abbr?	120555	70 [3of6]
enc	60		abbr		120755	60
enc.	60		abbr		120754	60
encl	60		abbr		120948	60
encl.	60		abbr		120947	60
ency	60		abbr		121116	60
ency.	60		abbr		121115	60
eng	70	moby	abbr		121858	70 [moby]
ENG	80	ucacr	unclassified	abbr?	121864	80 [ucacr]
eng.	70	moby	abbr		121860	70 [moby]
Eng.	50		abbr		121852	50
engin.	80	moby	abbr		121910	80 [moby]
engr.	70	moby	abbr		122030	70 [moby]
enl.	80	moby	abbr		122213	80 [moby]
ENS	70	extra	abbr		122560	70 [extra]
Ens.	70	moby	abbr		122558	70 [moby]
ENT	70	3of6	unclassified	abbr?	122691	70 [3of6]
entomol.	80	moby	abbr		122996	80 [moby]
EOE	60		unclassified	abbr?	123412	60
EP	70	moby	unclassified	abbr?	123496	70 [moby]
Ep.	80	moby	abbr		123500	80 [moby]
Eph.	80	moby	abbr		123606	80 [moby]
Epiph.	80	moby	abbr		124095	80 [moby]
Epis.	80	moby	abbr		124168	80 [moby]
EQ	70	5desk ucacr	unclassified	abbr?	124539	70 [5desk] 80 [ucacr]
eq.	70	moby	abbr		124537	70 [moby]
equiv	60		abbr		124821	60
equiv.	60		abbr		124820	60
ert	85	ukacd	abbr		125479	85 [ukacd]
Esd.	80	moby	abbr		125865	80 [moby]
ESL	40		unclassified	abbr?	125912	40
ESOL	70	3of6	unclassified	abbr?	125924	70 [3of6]
esp	40		abbr		125955	40
esp.	40		abbr		125954	40
Esq.	50		abbr		126037	50
est	50		abbr		126152	50
est.	50		abbr		126151	50
Esth.	80	moby	abbr		126244	80 [moby]
ET	60		unclassified	abbr?	126452	60
et al.	40		av	abbr?	126485	40
et seq.	60		abbr		126974	60
etc	60		abbr		126508	60
etc.	40		av	abbr?	126506	40
ETH	60	+	abbr		126577	60 [+]
Eth.	80	moby	abbr		126583	80 [moby]
ethnol.	80	moby	abbr		126806	80 [moby]
EULA	50	extra	abbr		127249	50 [extra]
EULAs	50	extra	abbr		127255	50 [extra]
EUR	60	extra	abbr		127456	60 [extra]
Eur.	60		abbr		127454	60
EVA	70	moby	unclassified	abbr?	127797	70 [moby]
ex	50		abbr		128436	50
ex int.	80	moby	abbr		129446	80 [moby]
ex.	50		abbr		128435	50
Ex.	70	moby	abbr		128440	70 [moby]
exc.	70	moby	abbr		128619	70 [moby]
Exc.	70	moby	abbr		128621	70 [moby]
exch.	80	moby	abbr		128754	80 [moby]
excl.	70	moby	abbr		128846	70 [moby]
exec.	60		abbr		129079	60
Exod.	70	moby	abbr		129547	70 [moby]
exp	60		abbr		129753	60
exp.	60		abbr		129752	60
exr.	80	moby	abbr		130402	80 [moby]
ext	60		abbr		130465	60
ext.	60		abbr		130464	60
Ez.	80	moby	abbr		131345	80 [moby]
Ezek.	80	moby	abbr		131349	80 [moby]
f	60		abbr		131366	60
f.	60		abbr		131365	60
F.	60		abbr		131368	60
F.A.M.	80	moby	abbr		132579	80 [moby]
F.A.S.	80	moby	abbr		133348	80 [moby]
F.B.A.	80	moby	abbr		134098	80 [moby]
f.c.	80	moby	abbr		134102	80 [moby]
F.D.	60		abbr		134112	60
F.I.	80	moby	abbr		135886	80 [moby]
F.O.	70	moby	abbr		140946	70 [moby]
f.o.b.	80	moby	abbr		140986	80 [moby]
f.p.	80	moby	abbr		144061	80 [moby]
F.P.	80	moby	abbr		144063	80 [moby]
f.p.s.	80	moby	abbr		144069	80 [moby]
f.s.	80	moby	abbr		146606	80 [moby]
f.v.	80	moby	abbr		148014	80 [moby]
F.Z.S.	80	moby	abbr		148059	80 [moby]
FA	70	3of6 moby	unclassified	abbr?	131379	70 [3of6] [moby]
fac.	80	moby	abbr		131473	80 [moby]
FAD	80	ucacr	unclassified	abbr?	131787	80 [ucacr]
fam.	80	moby	abbr		132577	80 [moby]
FAQ	50	+ extra	abbr		132981	50 [+] [extra]
FAQ's	50	extra	abbr		132988	50 [extra]
FAQs	50	extra	abbr		132986	50 [extra]
fath.	80	moby	abbr		133617	80 [moby]
FCO	70	3of6	unclassified	abbr?	134108	70 [3of6]
FD	60		unclassified	abbr?	134110	60
Feb.	40		abbr		134292	40
fec.	80	moby	abbr		134326	80 [moby]
fed	60		abbr		134381	60
fed.	60		abbr		134380	60
Fed.	60		abbr		134383	60
fem	40		abbr		134856	40
fem.	40		abbr		134855	40
ff	60		abbr		135878	60
ff.	60		abbr		135880	60
fig	40		abbr		136492	40
fig.	40		abbr		136491	40
fin	85	ukacd	abbr		136993	85 [ukacd]
fin.	70	moby	abbr		136987	70 [moby]
Fin.	80	moby	abbr		136991	80 [moby]
fl	50		abbr		138444	50
fl.	50		abbr		138443	50
Fl.	80	moby	abbr		138448	80 [moby]
fl. dr.	80	moby	abbr		139220	80 [moby]
fl. oz.	40		abbr		140341	40
fld.	80	moby	abbr		139218	80 [moby]
Flem.	80	moby	abbr		139357	80 [moby]
FLIR	80	upper	unclassified	abbr?	139720	80 [upper]
flor.	80	moby	abbr		140004	80 [moby]
flt.	60		abbr		140345	60
fm.	70	moby	abbr		140936	70 [moby]
FMN	80	ucacr	unclassified	abbr?	140938	80 [ucacr]
fMRI	50	extra	abbr		140940	50 [extra]
fo.	80	moby	abbr		140948	80 [moby]
fob	85	ukacd	abbr		140988	85 [ukacd]
FOFL	50	extra	abbr		141054	50 [extra]
fol	60		abbr		141173	60
fol.	60		abbr		141172	60
