synsetId	ili	partOfSpeech	lexfile	members	definition	exampleCount
awn4-02879065-a	i16296	a			يتميز بالموسيقى أو قادر على إنتاجها	2
awn4-02879190-n	i50989	n			مدرسة إصلاحية بريطانية سابقاً للشباب الذين يعتبرون أصغر من أن يُرسلوا إلى السجن	0
awn4-02879227-a	i16297	a			متعلق بعلم الموسيقى (الميوزيكولوجيا)	0
awn4-02879326-n	i50990	n			قماش يغطي الصدر أو الثديين	0
awn4-02879333-a	i16298	a			متعلق بالاستقبال الحسي للمؤثرات الخارجية	0
awn4-02879424-a	i16299	a			متعلق بالاستقبال الحسي العميق (إدراك وضع الجسم)	0
awn4-02879435-n	i50991	n			جسر معلق عبر مضيق البوسفور في إسطنبول	0
awn4-02879517-a	i16300	a			متعلق بالاستقبال الحسي للمؤثرات الداخلية	0
awn4-02879568-n	i50992	n			كرسي هزاز ذو ظهر مغزلي مرتفع ولوحة علوية مزخرفة	0
awn4-02879608-a	i16301	a			متعلق بالإدراك الحسي	1
awn4-02879699-n	i50993	n			زجاجة نبيذ مصنوعة من الجلد	0
awn4-02879771-a	i16302	a			متعلق بعلم الصوتيات	1
awn4-02879779-n	i50994	n			دواء مصنوع من جزء من نبات (مثل اللحاء أو الجذر أو الأوراق)	0
awn4-02879899-n	i50995	n			وعاء زجاجي أو بلاستيكي يستخدم لحفظ السوائل؛ أسطواني عادة وله عنق ضيق يمكن سده	0
awn4-02879986-a	i16303	a			متعلق بعملية السمع	2
awn4-02880198-a	i16304	a			متعلق بحاسة التذوق	0
awn4-02880379-a	i16305	a			متعلق بحاسة اللمس أو نابع منها	2
awn4-02880508-n	i50996	n			وعاء مزود بحلمة مرنة ومملوء بالحليب؛ يستخدم كبديل للرضاعة الطبيعية	0
awn4-02880650-a	i16306	a			يحتوي على بقع تشبه العيون (عيينات)	0
awn4-02880719-a	i16307	a			متعلق بنظام عددي أساسه 8	1
awn4-02880755-n	i50997	n			مكان يمكن فيه إيداع الزجاجات لإعادة التدوير	0
awn4-02880845-a	i16308	a			متعلق بالبصر أو يستخدمه	4
awn4-02880884-n	i50998	n			فرشاة أسطوانية على عمود رفيع تستخدم لتنظيف الزجاجات	0
awn4-02881007-n	i50999	n			غطاء يغلق الزجاجة	0
awn4-02881105-a	i16438	a			متعلق بالعين أو يشبهها	6
awn4-02881107-n	i51000	n			الجزء الضيق من الزجاجة بالقرب من القمة	0
awn4-02881204-n	i51001	n			فتاحة لإزالة الأغطية أو الفلين من الزجاجات	0
awn4-02881349-n	i51002	n			مصنع يتم فيه وضع المشروبات في زجاجات مع أغطية	0
awn4-02881464-n	i51003	n			سفينة شحن	1
awn4-02881482-a	i16310	a			متعلق بمحجر العين (الحجاج)	2
awn4-02881619-a	i16311	a			يقع على أو أسفل أرضية محجر العين	1
awn4-02881667-n	i51004	n			قماش من خيوط غير مستوية له تأثير عقدي غير متساوٍ	0
awn4-02881757-a	i16312	a			متعلق بالحس الحركي (الإحساس بحركة الجسم)	0
awn4-02881776-n	i51005	n			غرفة نوم السيدة أو غرفة جلوس خاصة	0
awn4-02881870-n	i51006	n			زخرفة أثاث مطعمة؛ حيث تشكل صدفة السلحفاة والمعدن الأصفر والأبيض لفائف في أعمال النجارة	0
awn4-02881967-a	i16313	a			متعلق بالملائكة	1
awn4-02882038-n	i51007	n			لغم أرضي مضاد للأفراد	0
awn4-02882125-n	i51008	n			سفينة تابعة للبحرية البريطانية؛ في عام 1789 تمرد جزء من الطاقم ضد قائدهم ويليام بلاي وتركوه في قارب مفتوح	0
awn4-02882150-a	i16314	a			متعلق بملاك من الرتبة الأولى (السرافيم)	1
awn4-02882329-n	i51009	n			ترتيب للزهور يُعطى عادة كهدية	0
awn4-02882364-a	i16315	a			محتوٍ على الإيثير أو مذاب فيه	1
awn4-02882470-n	i51010	n			سوق الأوراق المالية في باريس	0
awn4-02882533-a	i16316	a			متعلق بالجلد (السماء) أو المناطق العليا	0
awn4-02882551-n	i51011	n			متجر يبيع الملابس والمجوهرات النسائية	0
awn4-02882651-a	i16317	a			متعلق بحقول إليسيوم (الجنة في الميثولوجيا)	0
awn4-02882664-n	i51012	n			زهرة توضع في عروة السترة	0
awn4-02882753-a	i16318	a			ينتمي إلى أبرشية أو يحكمها	0
awn4-02882759-n	i51013	n			قطعة خشبية منحنية قليلاً مشدود عليها خيوط من شعر الخيل؛ تستخدم في العزف على بعض الآلات الوترية	0
awn4-02882879-a	i16319	a			متعلق بالأبرشية (خاصة في الكنائس الشرقية)	0
awn4-02882960-n	i51014	n			سلاح لإطلاق السهام، يتكون من قطعة منحنية من الخشب المرن مع وتر مشدود لدفع السهم	0
awn4-02882999-a	i16320	a			متعلق بالرعية (وحدة كنسية محلية) أو مدعوم منها أو يقع فيها	1
awn4-02883162-a	i16321	a			مميز لمنطقة أو إقليم	1
awn4-02883250-n	i51015	n			الجزء الأمامي لسفينة أو طائرة	1
awn4-02883261-a	i16322	a			ينتمي إلى منطقة مجاورة أو يقتصر عليها	0
awn4-02883370-a	i16323	a			متعلق بالزواج أو بالعلاقة بين الزوج والزوجة	2
awn4-02883431-n	i51016	n			عقدة ذات حلقتين ونهايات حرة؛ تستخدم لربط أربطة الأحذية	0
awn4-02883550-n	i51017	n			تشابك زخرفي للأشرطة	0
awn4-02883569-a	i16324	a			متعلق بكلتا العينين	1
awn4-02883635-n	i51018	n			سلاح يتكون من سهام والقوس لإطلاقها	0
awn4-02883666-a	i16325	a			متعلق بتربية النباتات أو الحيوانات	1
awn4-02883788-n	i51019	n			آلات وترية يُعزف عليها بقوس	1
awn4-02883805-a	i16326	a			متعلق بالمعرفة والقيم المشتركة لمجتمع ما	1
awn4-02883958-a	i16327	a			متعلق بالأمور الاجتماعية والثقافية معاً	0
awn4-02884080-a	i16328	a			متعلق بعدة ثقافات أو يشملها	1
awn4-02884084-n	i51020	n			سكين صيد قوي ذو حافة واحدة	0
awn4-02884182-n	i51021	n			طبق دائري ومفتوح من الأعلى لتقديم الأطعمة	0
awn4-02884212-a	i16329	a			يتعامل مع ثقافتين أو أكثر أو يقارن بينهما	1
awn4-02884346-a	i16330	a			يمتد عبر جميع الثقافات البشرية	1
awn4-02884435-n	i51022	n			وعاء مستدير مفتوح من الأعلى؛ يستخدم بشكل رئيسي لحفظ الحبوب أو السوائل	0
awn4-02884517-a	i16331	a			متعلق بالعناصر ذات الأعداد الذرية الأكبر من 103	0
awn4-02884638-n	i51023	n			حاوية مستديرة صغيرة مفتوحة من الأعلى لحمل التبغ	0
awn4-02884663-a	i16332	a			متعلق بنظام فلسفي يؤكد على الحدس والروحانية فوق التجريبي والمادي	0
awn4-02884787-n	i51024	n			كرة خشبية (بجوانب مسطحة بحيث تتدحرج في مسار منحن) تستخدم في لعبة البولينج العشبي	0
awn4-02884861-a	i16333	a			له عدد ذري أكبر من 92	0
awn4-02884958-a	i16334	a			متعلق بالهزل (فن البورليسك) أو مميز له	1
awn4-02884998-n	i51025	n			قبعة لباد مستديرة وصلبة ذات حافة ضيقة	0
awn4-02885115-a	i16335	a			متعلق بالأوعية التي تنقل وتوزع السوائل (كالدم أو النسغ) أو يحتوي عليها	2
awn4-02885147-n	i51026	n			عقدة أنشوطية لا تنزلق ولا تنحشر	0
awn4-02885255-n	i51027	n			ممر تتدحرج فيه كرة البولينغ نحو القوارير	0
awn4-02885357-a	i16336	a			بدون أوعية دموية	0
awn4-02885431-n	i51028	n			مبنى يحتوي على عدة ممرات للبولينج	0
awn4-02885434-a	i16337	a			متعلق بالقلب والأوعية الدموية أو يشملهما	1
awn4-02885542-n	i51029	n			كرة كبيرة بها ثقوب للأصابع تستخدم في رياضة البولينج	0
awn4-02885586-a	i16338	a			متعلق بالجوقة أو الكورال أو مكتوب له أو يؤدى بواسطته	2
awn4-02885724-n	i51030	n			معدات تستخدم في لعبة البولينج	0
awn4-02885847-a	i16339	a			متعلق بالجوقة اليونانية أو مكتوب لها أو على نمطها	1
awn4-02885888-n	i51031	n			جسم خشبي على شكل هراوة يستخدم في البولينج؛ يوضع في مجموعات مثلثة من عشرة كهدف	0
awn4-02886004-a	i16340	a			متعلق بالمشيماء (غشاء الجنين الخارجي)	1
awn4-02886135-n	i51032	n			حذاء خاص يرتدى عند لعب البولينج	0
awn4-02886180-a	i16341	a			متعلق بالشيوعية أو يتسم بها	3
awn4-02886245-n	i51033	n			صارٍ يبرز من مقدمة السفينة	0
awn4-02886342-n	i51034	n			الخيط الخاص بقوس الرامي	0
awn4-02886408-a	i16342	a			لم يعد شيوعياً؛ لاحق لكونه شيوعياً	1
awn4-02886446-n	i51035	n			ربطة عنق رجالية تُربط على شكل فيونكة	0
awn4-02886585-n	i51036	n			حاوية (مستطيلة عادة)؛ قد يكون لها غطاء	1
awn4-02886586-a	i16343	a			يتبع أفكار ماركس وإنجلز	0
awn4-02886678-a	i16344	a			يتبع أفكار ماركس التي توسعت لتشمل أفكار لينين	0
awn4-02886803-a	i16345	a			متعلق بالبلشفية	1
awn4-02887011-a	i16346	a			متعلق بالجلد أو موجود عليه أو يؤثر فيه	2
awn4-02887234-a	i16347	a			متعلق بالأدمة (طبقة الجلد) أو يقع فيها	0
awn4-02887252-n	i51037	n			منطقة منفصلة مقسمة في مكان عام لعدد قليل من الناس	1
awn4-02887392-a	i16348	a			متعلق بالقشيرة (الجليدة) أو البشرة المتصلبة	0
awn4-02887466-n	i51038	n			منطقة خاصة في مسرح أو مدرج حيث يمكن لمجموعة صغيرة مشاهدة العرض	1
awn4-02887664-a	i16349	a			متعلق بالأديم الظاهر	0
awn4-02887691-n	i51039	n			مقعد السائق في العربة التي تجرها الخيول	1
awn4-02887818-a	i16350	a			محاط بكيس (أو كما لو كان في كيس)	0
awn4-02887848-n	i51040	n			أي منطقة من عدة مناطق محددة في ملعب الكرة حيث يتمركز الضارب أو الماسك أو المدربون	1
awn4-02887905-a	i16351	a			يعمل عن طريق الامتصاص عبر الجلد	1
awn4-02888049-a	i16352	a			متعلق بالنباتات داخلية النمو أو يشبهها	0
awn4-02888100-n	i51041	n			عارضة مبنية من ألواح؛ لها مقطع عرضي مستطيل مجوف	0
awn4-02888133-a	i16353	a			متعلق بمنطقة تحت الأدمة	0
awn4-02888235-n	i51042	n			كاميرا بسيطة على شكل صندوق مستطيل	0
awn4-02888240-a	i16354	a			متعلق بالمنطقة الواقعة تحت البشرة أو يقع فيها	2
awn4-02888349-n	i51043	n			عربة شحن بسقف وأبواب منزلقة في الجوانب	0
awn4-02888435-a	i16355	a			متعلق بنقص السكر في الدم	1
awn4-02888474-n	i51044	n			معطف قصير يتدلى بشكل فضفاض من الكتفين	0
awn4-02888579-n	i51045	n			المعدات المستخدمة في الملاكمة	0
awn4-02888617-a	i16356	a			متعلق بانخفاض حجم الدم المتداول	0
awn4-02888703-n	i51046	n			معدات ملاكمة تتكون من أغطية كبيرة ومبطنة لقبضات المقاتلين؛ ترتدى لرياضة الملاكمة	0
awn4-02888807-a	i16357	a			متعلق بالمناطق الواقعة بين طبقات الجلد	1
awn4-02888904-n	i51047	n			حلبة مربعة حيث يقاتل الملاكمون	0
awn4-02889008-a	i16358	a			متعلق بالوجه	3
awn4-02889026-n	i51048	n			طائرة ورقية على شكل صندوق مفتوح من كلا الطرفين	0
awn4-02889123-n	i51049	n			المكتب الذي تباع فيه تذاكر الدخول	0
awn4-02889214-a	i16359	a			متعلق بالفك السفلي	0
awn4-02889276-n	i51050	n			طية مزدوجة مسطحة تُصنع عن طريق طي القماش تحتها من كلا الجانبين	0
awn4-02889349-a	i16360	a			متعلق بالفك السفلي والوجه	0
awn4-02889424-n	i51051	n			مقعد خاص في مسرح أو مقصورة المتفرجين	0
awn4-02889451-a	i16361	a			متعلق بالفك العلوي	0
awn4-02889556-a	i16362	a			متعلق بالفك العلوي والأسنان المرتبطة به	0
awn4-02889562-n	i51052	n			زنبرك سرير ملفوف في إطار مغطى بالقماش	0
awn4-02889672-a	i16363	a			متعلق بالفك العلوي والوجه (خاصة بالإشارة إلى الجراحة المتخصصة للفك العلوي)	1
awn4-02889675-n	i51053	n			مفتاح ربط بحلقة مغلقة (لقمة) تتناسب فوق صامولة أو رأس مسمار	0
awn4-02889840-n	i51054	n			عضو إنشائي يستخدم لتقوية إطار العمل	0
awn4-02889884-a	i16364	a			متعلق بالفكين العلوي والسفلي	0
awn4-02889984-a	i16365	a			متعلق بسطح بيني (فاصل) أو يقع عنده	2
awn4-02890148-n	i51055	n			أداة نجار لها مقبض تدوير ومقبس لتثبيت ريشة الثقب	0
awn4-02890206-a	i16366	a			متعلق بالعضو الذي ينتج الدموع أو يقع قربه	0
awn4-02890320-n	i51056	n			جهاز يصحح عدم انتظام الأسنان	0
awn4-02890348-a	i16367	a			متعلق بالدموع	0
awn4-02890450-n	i51057	n			دعامة تثبت أو تقوي شيئاً آخر	1
awn4-02890456-a	i16368	a			متعلق بالدموع أو محفز لها	0
awn4-02890577-a	i16369	a			متعلق بالحيض (الطمث)	1
awn4-02890728-a	i16370	a			متعلق بالجدران	1
awn4-02890730-n	i51058	n			أشرطة مطاطية تحمل البنطال	0
awn4-02890839-a	i16371	a			غير مشمول ضمن نطاق اللغة	0
awn4-02890924-n	i51059	n			حبل في سفينة مربعة الأشرعة يستخدم لتحريك العارضة وتثبيتها	0
awn4-02890942-a	i16372	a			صادر عن البابا أو بأمر منه أو خاضع له، أو للبابوية بصفتها خليفة الرسل	1
awn4-02891073-n	i51060	n			مثقاب يتكون من ريشة ومقبض لتثبيتها وتدويرها	0
awn4-02891211-n	i51061	n			مجوهرات تلبس حول المعصم للزينة	0
awn4-02891251-a	i16373	a			متعلق بشبه جزيرة بيلوبونيز	1
awn4-02891374-n	i51062	n			مقوي أو منشط (خاصة مشروب كحولي)	0
awn4-02891380-a	i16374	a			متعلق بعظم العانة أو يقع بالقرب منه	2
awn4-02891505-a	i16375	a			متعلق بفيروس أو ناتج عنه	1
awn4-02891511-n	i51063	n			غطاء واقٍ للمعصم أو الذراع يستخدم في الرماية والمبارزة ورياضات أخرى	0
awn4-02891626-a	i16376	a			متعلق بقواعد اللغة	3
awn4-02891670-n	i51064	n			مفتاح ربط على شكل مرفق (له مقبض على شكل كرنك) ورأس لقمة	0
awn4-02891810-n	i51065	n			دعامة تبرز من الجدار (لحمل رف مثلاً)	0
awn4-02891861-a	i16377	a			متعلق بقواعد بناء الجملة (النحو) أو متوافق معها	1
awn4-02892058-n	i51066	n			مسمار صغير	0
awn4-02892112-a	i16378	a			متعلق باللسان والبلعوم	0
awn4-02892139-n	i51067	n			مخراز لعمل ثقوب صغيرة للمسامير الصغيرة أو البراغي الصغيرة	0
awn4-02892228-a	i16379	a			متعلق بالمزمار (فتحة الحنجرة) أو ناتج عنه	1
awn4-02892276-n	i51068	n			حاشية تستخدم لتزيين الملابس أو الستائر	0
awn4-02892361-a	i16380	a			متعلق بدراسة تطور اللغات من مصدر مشترك	1
awn4-02892469-n	i51069	n			حبل صغير (واحد من عدة حبال) يستخدم لجمع الشراع	0
awn4-02892550-a	i16381	a			متعلق بالطرق الإحصائية المستخدمة في دراسة العلاقات بين اللغات	1
awn4-02892573-n	i51070	n			شبكة صغيرة تستخدم لسحب الأسماك إلى القارب	0
awn4-02892666-n	i51071	n			قيد يستخدم لإبطاء أو إيقاف مركبة	0
awn4-02892742-a	i16382	a			متعلق بالبؤرة	1
awn4-02892871-a	i16383	a			متعلق بالأعضاء الجنسية الخارجية	2
awn4-02892887-n	i51072	n			أي شيء يبطئ أو يعيق عملية ما	2
awn4-02893015-a	i16384	a			متعلق بالأعضاء التناسلية والبولية أو وظائفها	1
awn4-02893097-n	i51073	n			شريط يمكن شدّه حول عمود لإيقاف دورانه	0
awn4-02893192-a	i16385	a			متعلق بالقطط	1
awn4-02893237-n	i51074	n			أسطوانة تحتوي على سائل الفرامل الذي يتم ضغطه بواسطة مكبس	0
awn4-02893299-a	i16386	a			متعلق بالحنجرة أو يقع فيها	1
awn4-02893429-n	i51075	n			قرص أو لوحة مثبتة بالعجلة؛ يتم تطبيق الضغط عليها بواسطة تيل الفرامل	0
awn4-02893439-a	i16387	a			متعلق بالحنجرة والبلعوم	0
awn4-02893579-a	i16388	a			متعلق بالزيجوت (اللاقحة)	0
awn4-02893592-n	i51076	n			أسطوانة جوفاء من الحديد الزهر متصلة بالعجلة وتشكل جزءاً من الفرامل	0
awn4-02893677-a	i16389	a			يحتوي على نواة واحدة	0
awn4-02893754-n	i51077	n			البطانة الموجودة على أحذية الفرامل التي تتلامس مع أسطوانة الفرامل	0
awn4-02893771-a	i16390	a			يحتوي على نواتين أو أكثر	0
awn4-02893874-a	i16391	a			متعلق بالعضلات أو يتكون منها	1
awn4-02893903-n	i51078	n			واحدة من الوسادات التي تطبق الاحتكاك على جانبي قرص الفرامل	0
awn4-02894030-a	i16392	a			متعلق بالعضلات والهيكل العظمي	0
awn4-02894045-n	i51079	n			دواسة قدم تحرك مكبساً في أسطوانة الفرامل الرئيسية	0
awn4-02894142-a	i16393	a			داخل العضلة	1
awn4-02894181-n	i51080	n			قيد يتم توفيره عندما يتم تحريك بطانات الفرامل هيدروليكياً ضد أسطوانة الفرامل لإبطاء دوران العجلة	0
awn4-02894247-a	i16394	a			متعلق بالجهازين العصبي والصماوي (خاصة في وظيفتهما المشتركة)	0
awn4-02894416-a	i16395	a			ناشئ في الأنسجة العصبية أو محفز بواسطتها	0
awn4-02894429-n	i51081	n			جهاز كبح يتكون من مجموعة من الأجزاء المتفاعلة التي تعمل على إبطاء المركبة الآلية	0
awn4-02894514-a	i16396	a			متعلق بالخلايا الدبقية العصبية أو يتكون منها	1
awn4-02894648-a	i16397	a			متعلق بالأورام العصبية أو ناتج عنها	0
awn4-02894671-n	i51082	n			خط سكة حديد متصل بخط رئيسي	0
awn4-02894763-a	i16398	a			يؤثر على أو يميز كلا من الأنسجة العصبية والعضلية	0
awn4-02894807-n	i51083	n			دواء له اسم تجاري ومحمي ببراءة اختراع (يمكن إنتاجه وبيعه فقط من قبل الشركة التي تحمل براءة الاختراع)	0
awn4-02894903-a	i16399	a			متعلق بالكلى	0
awn4-02895014-a	i16400	a			مصاب بالتهاب الكلية	0
awn4-02895029-n	i51084	n			آلة نفخ تتكون من أنبوب نحاسي (عادة ما يكون متغير الطول) يُنفخ فيه بواسطة قطعة فم على شكل كوب أو قمع	0
awn4-02895109-a	i16401	a			سام للأعصاب أو الخلايا العصبية	0
awn4-02895218-a	i16402	a			(عن فيروس أو سم أو مادة كيميائية) يميل لمهاجمة الجهاز العصبي أو التأثير عليه بشكل تفضيلي	0
awn4-02895389-a	i16403	a			يشير إلى جيل الكائنات الحية الذي ينتج منه النسل الهجين	0
awn4-02895442-n	i51085	n			نصب تذكاري مصنوع من النحاس الأصفر	0
awn4-02895545-n	i51086	n			حلية أو إناء مصنوع من النحاس الأصفر	0
awn4-02895579-a	i16404	a			يشير إلى الجيل أو تسلسل الأجيال الذي يلي جيل الآباء	0
awn4-02895633-n	i51087	n			درع صفيحي يحمي الذراع	0
awn4-02895740-n	i51088	n			مطعم صغير يقدم البيرة والنبيذ بالإضافة إلى الطعام؛ وعادة ما يكون رخيصاً	0
awn4-02895760-a	i16405	a			متعلق بالعمود الفقري أو الحبل الشوكي	2
awn4-02895867-n	i51089	n			(سابقاً) مضرب غولف خشبي بوجه أكثر ارتفاعاً من مضرب السائق (driver) ولكن أقل من الملعقة (spoon)	0
awn4-02895923-a	i16406	a			متعلق بالذرات أو يضمها	2
awn4-02896008-n	i51090	n			رداء داخلي ترتديه النساء لدعم الثديين	0
awn4-02896070-a	i16407	a			متعلق بعنصر يتكون من ذرة واحدة	1
awn4-02896189-n	i51091	n			(تستخدم بصيغة الجمع) سلاح معدني صغير يُلبس فوق مفاصل أصابع اليد	0
awn4-02896253-a	i16408	a			متعلق بجزيء يتكون من ذرتين	1
awn4-02896380-a	i16409	a			متعلق بجزيء يتكون من أكثر من ذرتين	0
awn4-02896410-n	i51092	n			حامل معدني كان يُستخدم قديماً لحمل قذائف المدافع على السفن الشراعية	0
awn4-02896496-a	i16410	a			متعلق بمكونات الذرة أو القوى داخل الذرة	2
awn4-02896531-n	i51093	n			قاطع (غالباً ما يكون مؤقتاً) من الألواح أو القماش يستخدم للتحكم في التهوية في المنجم	0
awn4-02896674-a	i16411	a			متعلق بنظام حاسوبي يدعم فيه خادم مركزي عدداً من محطات العمل المتصلة بالشبكة	0
awn4-02896680-n	i51094	n			وعاء معدني كبير يحرق فيه الفحم أو الفحم النباتي؛ يدفئ الأشخاص الذين يجب أن يبقوا في الخارج لفترات طويلة	0
awn4-02896833-a	i16412	a			متعلق بالعيادة أو يتم كما لو كان في عيادة ويعتمد على المراقبة المباشرة للمرضى	2
awn4-02896870-n	i51095	n			سلة لتقديم الخبز	0
awn4-02896954-n	i51096	n			حاوية تستخدم لحفظ الخبز أو الكعك	0
awn4-02897062-n	i51097	n			لوح خشبي أو بلاستيكي يُعجن عليه العجين أو يُقطع عليه الخبز	0
awn4-02897094-a	i16413	a			متعلق بمرحلة تطور المرض قبل ظهور الأعراض	0
awn4-02897203-n	i51098	n			سكين يستخدم لقطع الخبز	0
awn4-02897238-a	i16414	a			متعلق بنظام تسليم البريد	1
awn4-02897286-n	i51099	n			صنف هش وسهل الكسر	1
awn4-02897394-a	i16415	a			متعلق بقارة أو مميز لها	2
awn4-02897420-n	i51100	n			مكان لتناول الوجبات الخفيفة (عادة بالقرب من المطبخ)	1
awn4-02897567-a	i16416	a			متعلق بأوروبا (القارة) أو نموذجي لها	1
awn4-02897599-n	i51101	n			طاولة يُتناول عليها طعام الإفطار	0
awn4-02897693-n	i51102	n			ختم يجب كسره عند الاستخدام الأول ولا يمكن إعادة ختمه بسهولة	1
awn4-02897710-a	i16417	a			متعلق بالمستعمرات الأمريكية أثناء وبعد الحرب الثورية الأمريكية مباشرة	2
awn4-02897867-n	i51103	n			هيكل واقي من الحجر أو الخرسانة؛ يمتد من الشاطئ إلى الماء لمنع جرف الشاطئ	0
awn4-02897933-a	i16418	a			متعلق بالكلمات	1
awn4-02898071-a	i16419	a			لا يتعلق بالكلمات	1
awn4-02898109-n	i51104	n			مثقاب محمول مزود بلوحة يتم ضغطها على الصدر لدفع رأس المثقاب في العمل	0
awn4-02898173-a	i16420	a			متعلق بالقواميس	0
awn4-02898270-n	i51105	n			زرعة لأغراض تجميلية لتحل محل الثدي الذي تم استئصاله جراحياً	0
awn4-02898275-a	i16421	a			متعلق بالمواقف العقلية أو العاطفية تجاه الجنسانية	0
awn4-02898416-n	i51106	n			درع صفيحي يحمي الصدر؛ الجزء الأمامي من درع الجذع	0
awn4-02898419-a	i16422	a			متعلق بالعد بالستينات	1
awn4-02898570-a	i16423	a			متعلق بالخصائص التي يتم التعبير عنها بشكل مختلف في الجنسين	0
awn4-02898590-n	i51107	n			جيب في الجزء الداخلي أو الخارجي العلوي من معطف الرجل	0
awn4-02898700-n	i51108	n			جهاز يقيس المواد الكيميائية (خاصة محتوى الكحول) في زفير الشخص	0
awn4-02898703-a	i16424	a			يتعلق بالخصائص التي تحددها الجينات المحمولة على الكروموسومات الجنسية (خاصة الكروموسوم X)	0
awn4-02898868-n	i51109	n			جهاز يسهل عملية التنفس في حالات الفشل التنفسي	0
awn4-02898882-a	i16425	a			متعلق بالجنسانية أو يتميز بها	2
awn4-02899045-a	i16426	a			متعلق بالجماع أو الاتصال الجنسي	0
awn4-02899143-n	i51110	n			فتحة في مؤخرة ماسورة البندقية حيث يمكن تحميل الرصاص	0
awn4-02899203-a	i16427	a			متعلق بالبحر	1
awn4-02899304-a	i16428	a			متعلق بالأفراد العسكريين الذين يخدمون في البر والبحر (تحديداً سلاح مشاة البحرية الأمريكية)	1
awn4-02899336-n	i51111	n			كتلة معدنية في الأسلحة النارية التي تُعبأ من الخلف يتم سحبها لإدخال خرطوشة واستبدالها لإغلاق المؤخرة قبل إطلاق النار	0
awn4-02899502-a	i16429	a			مبنى له أكثر من مستوى	0
awn4-02899556-n	i51112	n			رداء يوفر غطاءً لمنطقة العانة والوركين	0
awn4-02899599-a	i16430	a			نظام كهربائي يستخدم أو يولد جهدين مترددين أو أكثر بنفس التردد ولكن بزوايا طور مختلفة	0
awn4-02899704-n	i51113	n			(تستخدم بصيغة الجمع) سراويل تنتهي فوق الركبة	0
awn4-02899835-a	i16431	a			(عن الأسلحة النارية) تستقبل القذيفة أو الخرطوشة عبر الفوهة	0
awn4-02899963-a	i16432	a			متعلق بمنطقة ساحلية أو شاطئية	0
awn4-02899977-n	i51114	n			عوامة نجاة على شكل حلقة مع سراويل قصيرة للدعم؛ تستخدم لنقل الأشخاص من السفينة	0
awn4-02900061-a	i16433	a			متعلق بمنطقة الجرف القاري (بين شاطئ البحر وحافة الجرف القاري) أو الكائنات البحرية الموجودة هناك	0
awn4-02900139-n	i51115	n			بندقية يتم تلقيمها من المؤخرة	0
awn4-02900232-n	i51116	n			مفاعل نووي ينتج مواد انشطارية أكثر مما يستهلك	0
awn4-02900272-a	i16434	a			متعلق بالجراحة أو ينطوي عليها أو يستخدم فيها	2
awn4-02900380-n	i51117	n			رشاش يعمل بضغط الغاز؛ استخدمه البريطانيون في الحرب العالمية الثانية	0
awn4-02900461-a	i16435	a			لا ينطوي على جراحة	1
awn4-02900520-n	i51118	n			مصنع يتم فيه تخمير البيرة	0
awn4-02900575-a	i16436	a			متعلق بعملية الموقد المفتوح أو منتج بواسطتها	1
awn4-02900672-n	i51119	n			مزيج من مصنع جعة ومطعم؛ يتم تخمير البيرة للاستهلاك في المبنى وتقديمها مع الطعام	0
awn4-02900710-a	i16437	a			متعلق بطب العيون	1
awn4-02900820-a	i16439	a			متعلق بالعلاج الطبيعي أو مستخدم فيه	0
awn4-02900855-n	i51120	n			غليون مصنوع من جذر شجيرة الخلنج	0
awn4-02900947-a	i16440	a			متعلق بالسفن أو الشحن أو الملاحة أو البحارة	3
awn4-02900975-n	i51121	n			تحف متنوعة صغيرة	0
awn4-02901103-n	i51122	n			كتلة مستطيلة من الطين تُخبز بالشمس أو في فرن؛ تستخدم كمادة بناء أو رصف	0
awn4-02901179-a	i16441	a			متعلق بالبحار، خاصة البحار الأصغر أو الداخلية	1
awn4-02901376-n	i51123	n			أتون لصنع الطوب	0
awn4-02901417-a	i16442	a			متعلق بالمحيط المفتوح أو يحدث أو يعيش فيه	5
awn4-02901456-n	i51124	n			مطرقة تستخدم في بناء الطوب	0
awn4-02901552-n	i51125	n			مجرفة صغيرة (مسطرين) تستخدم في البناء	0
awn4-02901652-n	i51126	n			بناء يتم باستخدام الطوب والملاط	0
awn4-02901693-a	i16443	a			على أو من الجانب الآخر للمحيط	1
awn4-02901761-n	i51127	n			مكان يتم فيه صنع الطوب وبيعه	0
awn4-02901814-a	i16444	a			متعلق بالدببة أو يشبهها	0
awn4-02901868-n	i51128	n			ثوب ترتديه العروس في حفل الزفاف	0
awn4-02901904-a	i16445	a			داخل الوريد أو عن طريقه	2
awn4-02901994-n	i51129	n			هيكل يسمح للناس أو المركبات بعبور عائق مثل نهر أو قناة أو سكة حديد وما إلى ذلك	0
awn4-02902075-a	i16446	a			متعلق بالمناطق الجبلية أو يقطنها	1
awn4-02902184-a	i16447	a			متعلق بالميكانيكا (علم الآليات) أو محكوم بها أو متوافق معها	2
awn4-02902437-a	i16448	a			متعلق بالآلات أو الأدوات أو معني بها	4
awn4-02902540-n	i51130	n			سطح علوي يتم منه توجيه السفينة ويقف فيه القبطان	0
awn4-02902696-a	i16449	a			متعلق بالحيوانات أو المجموعات الحيوانية	1
awn4-02902722-n	i51131	n			الرابط بين عدستين؛ يستقر على الأنف	0
awn4-02902816-a	i16450	a			متعلق بدراسة الحيوانات وتصنيفها وخصائصها	1
