type	subtag	tag	preferredValue	suppressScript	macrolanguage	scope	deprecated	added	prefix	description
language	bgk							2009-07-29		Bit | Buxinhua
language	bgl							2009-07-29		Bo (Laos)
language	bgm		bcg				2016-05-30	2009-07-29		Baga Mboteni
language	bgn				bal			2009-07-29		Western Balochi
language	bgo							2009-07-29		Baga Koga
language	bgp				bal			2009-07-29		Eastern Balochi
language	bgq				raj			2009-07-29		Bagri
language	bgr							2009-07-29		Bawm Chin
language	bgs							2009-07-29		Tagabawa
language	bgt							2009-07-29		Bughotu
language	bgu							2009-07-29		Mbongno
language	bgv							2009-07-29		Warkay-Bipim
language	bgw							2009-07-29		Bhatri
language	bgx							2009-07-29		Balkan Gagauz Turkish
language	bgy							2009-07-29		Benggoi
language	bgz							2009-07-29		Banggai
language	bh					collection		2005-10-16		Bihari languages
language	bha							2009-07-29		Bharia
language	bhb							2009-07-29		Bhili
language	bhc							2009-07-29		Biga
language	bhd							2009-07-29		Bhadrawahi
language	bhe							2009-07-29		Bhaya
language	bhf							2009-07-29		Odiai
language	bhg							2009-07-29		Binandere
language	bhh							2009-07-29		Bukharic
language	bhi							2009-07-29		Bhilali
language	bhj							2009-07-29		Bahing
language	bhk				bik		2010-03-11	2009-07-29		Albay Bicolano
language	bhl							2009-07-29		Bimin
language	bhm							2009-07-29		Bathari
language	bhn							2009-07-29		Bohtan Neo-Aramaic
language	bho							2005-10-16		Bhojpuri
language	bhp							2009-07-29		Bima
language	bhq							2009-07-29		Tukang Besi South
language	bhr				mg			2009-07-29		Bara Malagasy
language	bhs							2009-07-29		Buwal
language	bht							2009-07-29		Bhattiyali
language	bhu							2009-07-29		Bhunjia
language	bhv							2009-07-29		Bahau
language	bhw							2009-07-29		Biak
language	bhx							2009-07-29		Bhalay
language	bhy							2009-07-29		Bhele
language	bhz							2009-07-29		Bada (Indonesia)
language	bi							2005-10-16		Bislama
language	bia							2009-07-29		Badimaya
language	bib							2009-07-29		Bissa | Bisa
language	bic		bir				2021-02-20	2009-07-29		Bikaru
language	bid							2009-07-29		Bidiyo
language	bie							2009-07-29		Bepour
language	bif							2009-07-29		Biafada
language	big							2009-07-29		Biangai
language	bij						2021-02-20	2009-07-29		Vaghat-Ya-Bijim-Legeri
language	bik					macrolanguage		2005-10-16		Bikol
language	bil							2009-07-29		Bile
language	bim							2009-07-29		Bimoba
language	bin							2005-10-16		Bini | Edo
language	bio							2009-07-29		Nai
language	bip							2009-07-29		Bila
language	biq							2009-07-29		Bipi
language	bir							2009-07-29		Bisorio
language	bit							2009-07-29		Berinomo
language	biu							2009-07-29		Biete
language	biv							2009-07-29		Southern Birifor
language	biw							2009-07-29		Kol (Cameroon)
language	bix							2009-07-29		Bijori
language	biy							2009-07-29		Birhor
language	biz							2009-07-29		Baloi
language	bja							2009-07-29		Budza
language	bjb							2009-07-29		Banggarla
language	bjc							2009-07-29		Bariji
language	bjd		drl				2012-08-12	2009-07-29		Bandjigali
language	bje							2009-07-29		Biao-Jiao Mien
language	bjf							2009-07-29		Barzani Jewish Neo-Aramaic
language	bjg							2009-07-29		Bidyogo
language	bjh							2009-07-29		Bahinemo
language	bji							2009-07-29		Burji
language	bjj							2009-07-29		Kanauji
language	bjk							2009-07-29		Barok
language	bjl							2009-07-29		Bulu (Papua New Guinea)
language	bjm							2009-07-29		Bajelani
language	bjn				ms			2009-07-29		Banjar
language	bjo							2009-07-29		Mid-Southern Banda
language	bjp							2013-09-10		Fanamaket
language	bjq				mg		2011-08-16	2009-07-29		Southern Betsimisaraka Malagasy
language	bjr							2009-07-29		Binumarien
language	bjs							2009-07-29		Bajan
language	bjt							2009-07-29		Balanta-Ganja
language	bju							2009-07-29		Busuu
language	bjv							2009-07-29		Bedjond
language	bjw							2009-07-29		Bakwé
language	bjx							2009-07-29		Banao Itneg
language	bjy							2009-07-29		Bayali
language	bjz							2009-07-29		Baruga
language	bka							2009-07-29		Kyak
language	bkb						2010-03-11	2009-07-29		Finallig
language	bkc							2009-07-29		Baka (Cameroon)
language	bkd							2009-07-29		Binukid | Talaandig
language	bkf							2009-07-29		Beeke
language	bkg							2009-07-29		Buraka
language	bkh							2009-07-29		Bakoko
language	bki							2009-07-29		Baki
language	bkj							2009-07-29		Pande
language	bkk							2009-07-29		Brokskat
language	bkl							2009-07-29		Berik
language	bkm							2009-07-29		Kom (Cameroon)
language	bkn							2009-07-29		Bukitan
language	bko							2009-07-29		Kwa'
language	bkp							2009-07-29		Boko (Democratic Republic of Congo)
language	bkq							2009-07-29		Bakairí
language	bkr							2009-07-29		Bakumpai
language	bks							2009-07-29		Northern Sorsoganon
language	bkt							2009-07-29		Boloki
language	bku							2009-07-29		Buhid
language	bkv							2009-07-29		Bekwarra
language	bkw							2009-07-29		Bekwel
language	bkx							2009-07-29		Baikeno
language	bky							2009-07-29		Bokyi
language	bkz							2009-07-29		Bungku
language	bla							2005-10-16		Siksika
language	blb							2009-07-29		Bilua
language	blc							2009-07-29		Bella Coola
language	bld							2009-07-29		Bolango
language	ble							2009-07-29		Balanta-Kentohe
language	blf							2009-07-29		Buol
language	blg		iba				2021-02-20	2009-07-29		Balau
language	blh							2009-07-29		Kuwaa
language	bli							2009-07-29		Bolia
language	blj							2009-07-29		Bolongan
language	blk							2009-07-29		Pa'o Karen | Pa'O
language	bll							2009-07-29		Biloxi
language	blm							2009-07-29		Beli (South Sudan)
language	bln				bik			2009-07-29		Southern Catanduanes Bikol
language	blo							2009-07-29		Anii
language	blp							2009-07-29		Blablanga
language	blq							2009-07-29		Baluan-Pam
language	blr							2009-07-29		Blang
language	bls							2009-07-29		Balaesang
language	blt							2009-07-29		Tai Dam
language	blv							2009-07-29		Kibala | Bolo
language	blw							2009-07-29		Balangao
language	blx							2009-07-29		Mag-Indi Ayta
language	bly							2009-07-29		Notre
language	blz							2009-07-29		Balantak
language	bm							2005-10-16		Bambara
language	bma							2009-07-29		Lame
language	bmb							2009-07-29		Bembe
language	bmc							2009-07-29		Biem
language	bmd							2009-07-29		Baga Manduri
language	bme							2009-07-29		Limassa
language	bmf							2009-07-29		Bom-Kim
language	bmg							2009-07-29		Bamwe
language	bmh							2009-07-29		Kein
language	bmi							2009-07-29		Bagirmi
language	bmj							2009-07-29		Bote-Majhi
language	bmk							2009-07-29		Ghayavi
language	bml							2009-07-29		Bomboli
language	bmm				mg			2009-07-29		Northern Betsimisaraka Malagasy
language	bmn							2009-07-29		Bina (Papua New Guinea)
language	bmo							2009-07-29		Bambalang
language	bmp							2009-07-29		Bulgebi
language	bmq							2009-07-29		Bomu
language	bmr							2009-07-29		Muinane
language	bms							2009-07-29		Bilma Kanuri
language	bmt							2009-07-29		Biao Mon
language	bmu							2009-07-29		Somba-Siawari
language	bmv							2009-07-29		Bum
language	bmw							2009-07-29		Bomwali
language	bmx							2009-07-29		Baimak
language	bmy						2015-02-12	2009-07-29		Bemba (Democratic Republic of Congo)
language	bmz							2009-07-29		Baramu
language	bn			Beng				2005-10-16		Bengali | Bangla
language	bna							2009-07-29		Bonerate
language	bnb							2009-07-29		Bookan
language	bnc					macrolanguage		2009-07-29		Bontok
language	bnd							2009-07-29		Banda (Indonesia)
language	bne							2009-07-29		Bintauna
language	bnf							2009-07-29		Masiwang
language	bng							2009-07-29		Benga
language	bni							2009-07-29		Bangi
language	bnj							2009-07-29		Eastern Tawbuid
language	bnk							2009-07-29		Bierebo
language	bnl							2009-07-29		Boon
language	bnm							2009-07-29		Batanga
language	bnn							2009-07-29		Bunun
language	bno							2009-07-29		Bantoanon
language	bnp							2009-07-29		Bola
language	bnq							2009-07-29		Bantik
language	bnr							2009-07-29		Butmas-Tur
language	bns							2009-07-29		Bundeli
language	bnt					collection		2005-10-16		Bantu languages
language	bnu							2009-07-29		Bentong
language	bnv							2009-07-29		Bonerif | Beneraf | Edwas
language	bnw							2009-07-29		Bisis
language	bnx							2009-07-29		Bangubangu
language	bny							2009-07-29		Bintulu
language	bnz							2009-07-29		Beezen
language	bo							2005-10-16		Tibetan
language	boa							2009-07-29		Bora
language	bob							2009-07-29		Aweer
language	boe							2009-07-29		Mundabli-Mufu
language	bof							2009-07-29		Bolon
language	bog							2009-07-29		Bamako Sign Language
language	boh							2009-07-29		Boma
language	boi							2009-07-29		Barbareño
language	boj							2009-07-29		Anjam
language	bok							2009-07-29		Bonjo
language	bol							2009-07-29		Bole
language	bom							2009-07-29		Berom
language	bon							2009-07-29		Bine
language	boo							2009-07-29		Tiemacèwè Bozo
language	bop							2009-07-29		Bonkiman
language	boq							2009-07-29		Bogaya
language	bor							2009-07-29		Borôro
language	bot							2009-07-29		Bongo
language	bou							2009-07-29		Bondei
language	bov							2009-07-29		Tuwuli
language	bow							2009-07-29		Rema
language	box							2009-07-29		Buamu
language	boy							2009-07-29		Bodo (Central African Republic)
language	boz							2009-07-29		Tiéyaxo Bozo
language	bpa							2009-07-29		Daakaka
language	bpb						2020-03-28	2009-07-29		Barbacoas
language	bpc							2022-02-25		Mbuk
language	bpd							2009-07-29		Banda-Banda
language	bpe							2021-02-20		Bauni
language	bpg							2009-07-29		Bonggo
language	bph							2009-07-29		Botlikh
language	bpi							2009-07-29		Bagupi
language	bpj							2009-07-29		Binji
language	bpk							2009-07-29		Orowe | 'Ôrôê
language	bpl							2009-07-29		Broome Pearling Lugger Pidgin
language	bpm							2009-07-29		Biyom
language	bpn							2009-07-29		Dzao Min
language	bpo							2009-07-29		Anasi
language	bpp							2009-07-29		Kaure
language	bpq							2009-07-29		Banda Malay
language	bpr							2009-07-29		Koronadal Blaan
language	bps							2009-07-29		Sarangani Blaan
language	bpt							2009-07-29		Barrow Point
language	bpu							2009-07-29		Bongu
language	bpv							2009-07-29		Bian Marind
language	bpw							2009-07-29		Bo (Papua New Guinea)
language	bpx							2009-07-29		Palya Bareli
language	bpy							2009-07-29		Bishnupriya
language	bpz							2009-07-29		Bilba
language	bqa							2009-07-29		Tchumbuli
language	bqb							2009-07-29		Bagusa
language	bqc							2009-07-29		Boko (Benin) | Boo
language	bqd							2009-07-29		Bung
language	bqf							2009-07-29		Baga Kaloum
language	bqg							2009-07-29		Bago-Kusuntu
language	bqh							2009-07-29		Baima
language	bqi							2009-07-29		Bakhtiari
language	bqj							2009-07-29		Bandial
language	bqk							2009-07-29		Banda-Mbrès
language	bql							2009-07-29		Karian | Bilakura
language	bqm							2009-07-29		Wumboko
language	bqn							2009-07-29		Bulgarian Sign Language
language	bqo							2009-07-29		Balo
language	bqp							2009-07-29		Busa
language	bqq							2009-07-29		Biritai
language	bqr							2009-07-29		Burusu
language	bqs							2009-07-29		Bosngun
language	bqt							2009-07-29		Bamukumbit
language	bqu							2009-07-29		Boguru
language	bqv							2009-07-29		Koro Wachi | Begbere-Ejar
language	bqw							2009-07-29		Buru (Nigeria)
language	bqx							2009-07-29		Baangi
language	bqy							2009-07-29		Bengkala Sign Language
language	bqz							2009-07-29		Bakaka
language	br							2005-10-16		Breton
language	bra							2005-10-16		Braj
language	brb							2009-07-29		Brao | Lave
language	brc							2009-07-29		Berbice Creole Dutch
language	brd							2009-07-29		Baraamu
language	brf							2009-07-29		Bira
language	brg							2009-07-29		Baure
language	brh							2009-07-29		Brahui
language	bri							2009-07-29		Mokpwe
language	brj							2009-07-29		Bieria
language	brk							2009-07-29		Birked
language	brl							2009-07-29		Birwa
language	brm							2009-07-29		Barambu
language	brn							2009-07-29		Boruca
language	bro							2009-07-29		Brokkat
language	brp							2009-07-29		Barapasi
language	brq							2009-07-29		Breri
language	brr							2009-07-29		Birao
language	brs							2009-07-29		Baras
language	brt							2009-07-29		Bitare
language	bru							2009-07-29		Eastern Bru
language	brv							2009-07-29		Western Bru
language	brw							2009-07-29		Bellari
language	brx							2009-07-29		Bodo (India)
language	bry							2009-07-29		Burui
language	brz							2009-07-29		Bilbil
language	bs			Latn	sh			2005-10-16		Bosnian
language	bsa							2009-07-29		Abinomn
language	bsb							2009-07-29		Brunei Bisaya
language	bsc							2009-07-29		Bassari | Oniyan
language	bse							2009-07-29		Wushi
language	bsf							2009-07-29		Bauchi
language	bsg							2009-07-29		Bashkardi
language	bsh							2009-07-29		Kati
language	bsi							2009-07-29		Bassossi
language	bsj							2009-07-29		Bangwinji
language	bsk							2009-07-29		Burushaski
language	bsl							2009-07-29		Basa-Gumna
language	bsm							2009-07-29		Busami
language	bsn							2009-07-29		Barasana-Eduria
language	bso							2009-07-29		Buso
language	bsp							2009-07-29		Baga Sitemu
language	bsq							2009-07-29		Bassa
language	bsr							2009-07-29		Bassa-Kontagora
language	bss							2009-07-29		Akoose
language	bst							2009-07-29		Basketo
language	bsu							2009-07-29		Bahonsuai
language	bsv							2009-07-29		Baga Sobané
language	bsw							2009-07-29		Baiso
language	bsx							2009-07-29		Yangkam
language	bsy							2009-07-29		Sabah Bisaya
language	bta							2009-07-29		Bata
language	btb						2010-03-11	2009-07-29		Beti (Cameroon)
language	btc							2009-07-29		Bati (Cameroon)
language	btd							2009-07-29		Batak Dairi
language	bte							2009-07-29		Gamo-Ningi
language	btf							2009-07-29		Birgit
language	btg							2009-07-29		Gagnoa Bété
language	bth							2009-07-29		Biatah Bidayuh
language	bti							2009-07-29		Burate
language	btj				ms			2009-07-29		Bacanese Malay
language	btk					collection		2005-10-16		Batak languages
language	btl						2016-05-30	2009-07-29		Bhatola
language	btm							2009-07-29		Batak Mandailing
language	btn							2009-07-29		Ratagnon
language	bto				bik			2009-07-29		Rinconada Bikol
language	btp							2009-07-29		Budibud
language	btq							2009-07-29		Batek
language	btr							2009-07-29		Baetora
language	bts							2009-07-29		Batak Simalungun
language	btt							2009-07-29		Bete-Bendi
language	btu							2009-07-29		Batu
language	btv							2009-07-29		Bateri
language	btw							2009-07-29		Butuanon
language	btx							2009-07-29		Batak Karo
language	bty							2009-07-29		Bobot
language	btz							2009-07-29		Batak Alas-Kluet
language	bua					macrolanguage		2005-10-16		Buriat
language	bub							2009-07-29		Bua
language	buc							2009-07-29		Bushi
language	bud							2009-07-29		Ntcham
language	bue							2009-07-29		Beothuk
language	buf							2009-07-29		Bushoong
language	bug							2005-10-16		Buginese
language	buh							2009-07-29		Younuo Bunu
language	bui							2009-07-29		Bongili
language	buj							2009-07-29		Basa-Gurmana
language	buk							2009-07-29		Bugawac
language	bum							2009-07-29		Bulu (Cameroon)
language	bun							2009-07-29		Sherbro
language	buo							2009-07-29		Terei
language	bup							2009-07-29		Busoa
language	buq							2009-07-29		Brem
language	bus							2009-07-29		Bokobaru
language	but							2009-07-29		Bungain
language	buu							2009-07-29		Budu
language	buv							2009-07-29		Bun
language	buw							2009-07-29		Bubi
language	bux							2009-07-29		Boghom
language	buy							2009-07-29		Bullom So
language	buz							2009-07-29		Bukwen
language	bva							2009-07-29		Barein
language	bvb							2009-07-29		Bube
language	bvc							2009-07-29		Baelelea
