senseId	entryId	lemma	partOfSpeech	synsetId	subcat
oewn-nationalist__5.00.00.national.00	oewn-nationalist-a	nationalist	a	oewn-01572485-s	
oewn-nationalist_leader__1.18.00..	oewn-nationalist_leader-n	nationalist leader	n	oewn-10365929-n	
oewn-nationalistic__5.00.00.national.00	oewn-nationalistic-a	nationalistic	a	oewn-01572485-s	
oewn-nationalistic__5.00.00.patriotic.00	oewn-nationalistic-a	nationalistic	a	oewn-01744607-s	
oewn-nationality__1.14.00..	oewn-nationality-n			oewn-07966049-n	
oewn-nationality__1.26.00..	oewn-nationality-n			oewn-13977005-n	
oewn-nationalization__1.04.00..	oewn-nationalization-n	nationalization	n	oewn-01154283-n	
oewn-nationalization__1.04.01..	oewn-nationalization-n	nationalization	n	oewn-01154795-n	
oewn-nationalization__1.04.02..	oewn-nationalization-n	nationalization	n	oewn-01154956-n	
oewn-nationalize__2.30.00..	oewn-nationalize-v			oewn-00412472-v	vtai
oewn-nationalize__2.30.01..	oewn-nationalize-v			oewn-00579372-v	vtai vtii
oewn-nationally__4.02.00..	oewn-nationally-r	nationally	r	oewn-00409125-r	
oewn-nationally__4.02.02..	oewn-nationally-r	nationally	r	oewn-00136477-r	
oewn-nationhood__1.26.00..	oewn-nationhood-n	nationhood	n	oewn-13949484-n	
oewn-nationwide__4.02.00..	oewn-nationwide-r			oewn-00409125-r	
oewn-nationwide__5.00.00.comprehensive.00	oewn-nationwide-a			oewn-00529160-s	
oewn-native__1.03.00..	oewn-native-n			oewn-00019226-n	
oewn-native__1.18.00..	oewn-native-n			oewn-09643964-n	
oewn-native__1.18.01..	oewn-native-n			oewn-09644402-n	
oewn-native__3.00.01..	oewn-native-a			oewn-01039765-a	
oewn-native__3.00.02..	oewn-native-a			oewn-01040830-a	
oewn-native__3.00.03..	oewn-native-a			oewn-01037678-a	
oewn-native__5.00.00.pure.02	oewn-native-a			oewn-01913172-s	
oewn-native_alaskan__1.18.00..	oewn-Native_Alaskan-n	Native Alaskan	n	oewn-09760405-n	
oewn-native_american__1.18.00..	oewn-Native_American-n	Native American	n	oewn-09664887-n	
oewn-native_american__3.01.00..	oewn-Native_American-a	Native American	a	oewn-02939379-a	
oewn-native_australian__1.18.00..	oewn-native_Australian-n	native Australian	n	oewn-09695957-n	
oewn-native_bear__1.05.00..	oewn-native_bear-n	native bear	n	oewn-01885355-n	
oewn-native_beech__1.20.00..	oewn-native_beech-n	native beech	n	oewn-12719358-n	
oewn-native_cat__1.05.00..	oewn-native_cat-n	native cat	n	oewn-01886844-n	
oewn-native_cranberry__1.20.00..	oewn-native_cranberry-n	native cranberry	n	oewn-12274685-n	
oewn-native_fuchsia__1.20.00..	oewn-native_fuchsia-n	native fuchsia	n	oewn-12364468-n	
oewn-native_hawaiian__1.18.00..	oewn-Native_Hawaiian-n	Native Hawaiian	n	oewn-09762021-n	
oewn-native_holly__1.20.00..	oewn-native_holly-n	native holly	n	oewn-12582646-n	
oewn-native_land__1.15.00..	oewn-native_land-n	native land	n	oewn-08527190-n	
oewn-native_language__1.10.00..	oewn-native_language-n	native language	n	oewn-06916172-n	
oewn-native_orange__1.20.00..	oewn-native_orange-n	native orange	n	oewn-11886207-n	
oewn-native_peach__1.13.00..	oewn-native_peach-n	native peach	n	oewn-07785282-n	
oewn-native_pear__1.20.00..	oewn-native_pear-n	native pear	n	oewn-12244657-n	
oewn-native_pomegranate__1.20.00..	oewn-native_pomegranate-n	native pomegranate	n	oewn-11885745-n	
oewn-native_speaker__1.18.00..	oewn-native_speaker-n	native speaker	n	oewn-10650493-n	
oewn-native_sulfur__1.27.00..	oewn-native_sulfur-n	native sulfur	n	oewn-14809484-n	
oewn-native_sulphur__1.27.00..	oewn-native_sulphur-n	native sulphur	n	oewn-14809484-n	
oewn-native--born__5.00.00.native.01	oewn-native-born-a	native-born	a	oewn-01040704-s	
oewn-nativeness__1.07.00..	oewn-nativeness-n	nativeness	n	oewn-04807130-n	
oewn-nativism__1.09.00..	oewn-nativism-n	nativism	n	oewn-05982065-n	
oewn-nativism__1.10.00..	oewn-nativism-n	nativism	n	oewn-06673413-n	
oewn-nativist__1.18.00..	oewn-nativist-n	nativist	n	oewn-09648846-n	
oewn-nativist__3.01.00..	oewn-nativist-a	nativist	a	oewn-03000018-a	
oewn-nativist__3.01.01..	oewn-nativist-a	nativist	a	oewn-03000261-a	
oewn-nativistic__3.01.00..	oewn-nativistic-a	nativistic	a	oewn-03000018-a	
oewn-nativistic__3.01.01..	oewn-nativistic-a	nativistic	a	oewn-03000261-a	
oewn-nativity__1.09.00..	oewn-Nativity-n			oewn-06202643-n	
oewn-nativity__1.11.00..	oewn-nativity-n			oewn-07334902-n	
oewn-nato__1.14.00..	oewn-NATO-n	NATO	n	oewn-08191297-n	
oewn-natriuresis__1.26.00..	oewn-natriuresis-n			oewn-14293743-n	
oewn-natriuretic__3.01.00..	oewn-natriuretic-a	natriuretic	a	oewn-02778368-a	
oewn-natrix_maura__1.05.00..	oewn-Natrix_maura-n	Natrix maura	n	oewn-01740706-n	
oewn-natrix_natrix__1.05.00..	oewn-Natrix_natrix-n	Natrix natrix	n	oewn-01740516-n	
oewn-natrix_sipedon__1.05.00..	oewn-Natrix_sipedon-n	Natrix sipedon	n	oewn-01740113-n	
oewn-natrolite__1.27.00..	oewn-natrolite-n	natrolite	n	oewn-15132091-n	
oewn-natter__2.32.00..	oewn-natter-v			oewn-01040538-v	via
oewn-natterjack__1.05.00..	oewn-natterjack-n	natterjack	n	oewn-01649289-n	
oewn-nattily__4.02.00..	oewn-nattily-r	nattily	r	oewn-00409329-r	
oewn-nattiness__1.07.00..	oewn-nattiness-n	nattiness	n	oewn-04821256-n	
oewn-natty__5.00.00.fashionable.00	oewn-natty-a	natty	a	oewn-00975112-s	
oewn-natural__1.04.00..	oewn-natural-n			oewn-01248497-n	
oewn-natural__1.10.00..	oewn-natural-n			oewn-06880268-n	
oewn-natural__1.18.00..	oewn-natural-n			oewn-10366123-n	
oewn-natural__3.00.00..	oewn-natural-a			oewn-01408930-a	
oewn-natural__3.00.01..	oewn-natural-a			oewn-01574358-a	
oewn-natural__3.00.02..	oewn-natural-a			oewn-01575285-a	
oewn-natural__3.00.03..	oewn-natural-a			oewn-01578429-a	
oewn-natural__3.00.04..	oewn-natural-a			oewn-01582180-a	
oewn-natural__5.00.00.intelligent.00	oewn-natural-a			oewn-01338661-s	
oewn-natural__5.00.00.normal.01	oewn-natural-a			oewn-01599632-s	
oewn-natural__5.00.00.spontaneous.00	oewn-natural-a			oewn-02290719-s	
oewn-natural__5.00.00.unaffected.01	oewn-natural-a			oewn-00075202-s	
oewn-natural__5.00.00.unprocessed.00	oewn-natural-a			oewn-01959465-s	
oewn-natural_ability__1.09.00..	oewn-natural_ability-n	natural ability	n	oewn-05631720-n	
oewn-natural_action__1.22.00..	oewn-natural_action-n	natural action	n	oewn-13540166-n	
oewn-natural_childbirth__1.22.00..	oewn-natural_childbirth-n	natural childbirth	n	oewn-13539859-n	
oewn-natural_covering__1.17.00..	oewn-natural_covering-n	natural covering	n	oewn-09280855-n	
oewn-natural_depression__1.17.00..	oewn-natural_depression-n	natural depression	n	oewn-09388914-n	
oewn-natural_elevation__1.17.00..	oewn-natural_elevation-n	natural elevation	n	oewn-09389214-n	
oewn-natural_ems_salt__1.06.01..	oewn-natural_Ems_salt-n	natural Ems salt	n	oewn-92432980-n	
oewn-natural_enclosure__1.17.00..	oewn-natural_enclosure-n	natural enclosure	n	oewn-09296197-n	
oewn-natural_endowment__1.09.00..	oewn-natural_endowment-n	natural endowment	n	oewn-05631825-n	
oewn-natural_event__1.11.00..	oewn-natural_event-n	natural event	n	oewn-07298313-n	
oewn-natural_family_planning__1.04.00..	oewn-natural_family_planning-n	natural family planning	n	oewn-00853319-n	
oewn-natural_fiber__1.27.00..	oewn-natural_fiber-n	natural fiber	n	oewn-14983373-n	
oewn-natural_fibre__1.27.00..	oewn-natural_fibre-n	natural fibre	n	oewn-14983373-n	
oewn-natural_gas__1.27.00..	oewn-natural_gas-n	natural gas	n	oewn-14984229-n	
oewn-natural_glass__1.27.00..	oewn-natural_glass-n	natural glass	n	oewn-14903756-n	
oewn-natural_history__1.09.00..	oewn-natural_history-n	natural history	n	oewn-05802197-n	
oewn-natural_immunity__1.26.00..	oewn-natural_immunity-n	natural immunity	n	oewn-14552173-n	
oewn-natural_language__1.10.00..	oewn-natural_language-n	natural language	n	oewn-06916947-n	
oewn-natural_language_processing__1.09.00..	oewn-natural_language_processing-n	natural language processing	n	oewn-06151863-n	
oewn-natural_language_processing_application__1.10.00..	oewn-natural_language_processing_application-n	natural language processing application	n	oewn-06584187-n	
oewn-natural_language_processor__1.10.00..	oewn-natural_language_processor-n	natural language processor	n	oewn-06584187-n	
oewn-natural_law__1.09.00..	oewn-natural_law-n	natural law	n	oewn-05879538-n	
oewn-natural_logarithm__1.10.00..	oewn-natural_logarithm-n	natural logarithm	n	oewn-06825862-n	
oewn-natural_number__1.23.00..	oewn-natural_number-n	natural number	n	oewn-13750477-n	
oewn-natural_object__1.03.00..	oewn-natural_object-n	natural object	n	oewn-00019308-n	
oewn-natural_order__1.17.00..	oewn-natural_order-n	natural order	n	oewn-09389494-n	
oewn-natural_phenomenon__1.19.00..	oewn-natural_phenomenon-n	natural phenomenon	n	oewn-11428673-n	
oewn-natural_philosophy__1.09.00..	oewn-natural_philosophy-n	natural philosophy	n	oewn-06100457-n	
oewn-natural_process__1.22.00..	oewn-natural_process-n	natural process	n	oewn-13540166-n	
oewn-natural_resin__1.27.00..	oewn-natural_resin-n	natural resin	n	oewn-14918632-n	
oewn-natural_resource__1.21.00..	oewn-natural_resource-n	natural resource	n	oewn-13353024-n	
oewn-natural_resources__1.21.00..	oewn-natural_resources-n	natural resources	n	oewn-13353024-n	
oewn-natural_rubber__1.27.00..	oewn-natural_rubber-n	natural rubber	n	oewn-15030825-n	
oewn-natural_science__1.09.00..	oewn-natural_science-n	natural science	n	oewn-06009578-n	
oewn-natural_scientist__1.18.00..	oewn-natural_scientist-n	natural scientist	n	oewn-10366245-n	
oewn-natural_selection__1.22.00..	oewn-natural_selection-n	natural selection	n	oewn-13584949-n	
oewn-natural_shape__1.25.00..	oewn-natural_shape-n	natural shape	n	oewn-13884885-n	
oewn-natural_spring__1.17.00..	oewn-natural_spring-n	natural spring	n	oewn-09466357-n	
oewn-natural_state__1.26.00..	oewn-natural_state-n	natural state	n	oewn-13962386-n	
oewn-natural_theology__1.09.00..	oewn-natural_theology-n	natural theology	n	oewn-06194698-n	
oewn-natural_virtue__1.07.00..	oewn-natural_virtue-n	natural virtue	n	oewn-04854964-n	
oewn-naturalisation__1.04.00..	oewn-naturalisation-n	naturalisation	n	oewn-01190110-n	
oewn-naturalisation__1.04.01..	oewn-naturalisation-n	naturalisation	n	oewn-00085462-n	
oewn-naturalisation__1.04.02..	oewn-naturalisation-n	naturalisation	n	oewn-00922770-n	
oewn-naturalisation__1.07.00..	oewn-naturalisation-n	naturalisation	n	oewn-04794552-n	
oewn-naturalise__2.30.00..	oewn-naturalise-v	naturalise	v	oewn-00413217-v	vtaa
oewn-naturalise__2.30.01..	oewn-naturalise-v	naturalise	v	oewn-00413621-v	vtai
oewn-naturalise__2.30.02..	oewn-naturalise-v	naturalise	v	oewn-00413918-v	vtai
oewn-naturalise__2.30.03..	oewn-naturalise-v	naturalise	v	oewn-00303245-v	vtai
oewn-naturalised__5.00.00.planted.00	oewn-naturalised-a	naturalised	a	oewn-01837507-s	
oewn-naturalism__1.09.00..	oewn-naturalism-n	naturalism	n	oewn-05982239-n	
oewn-naturalism__1.14.00..	oewn-naturalism-n	naturalism	n	oewn-08486468-n	
oewn-naturalist__1.18.00..	oewn-naturalist-n	naturalist	n	oewn-10366245-n	
oewn-naturalist__1.18.01..	oewn-naturalist-n	naturalist	n	oewn-10366686-n	
oewn-naturalistic__5.00.00.representational.00	oewn-naturalistic-a	naturalistic	a	oewn-01987050-s	
oewn-naturalization__1.04.00..	oewn-naturalization-n	naturalization	n	oewn-01190110-n	
oewn-naturalization__1.04.01..	oewn-naturalization-n	naturalization	n	oewn-00085462-n	
oewn-naturalization__1.04.02..	oewn-naturalization-n	naturalization	n	oewn-00922770-n	
oewn-naturalization__1.07.00..	oewn-naturalization-n	naturalization	n	oewn-04794552-n	
oewn-naturalize__2.30.00..	oewn-naturalize-v			oewn-00413217-v	vtaa
oewn-naturalize__2.30.01..	oewn-naturalize-v			oewn-00413621-v	vtai
oewn-naturalize__2.30.02..	oewn-naturalize-v			oewn-00413918-v	vtai
oewn-naturalize__2.30.03..	oewn-naturalize-v			oewn-00303245-v	vtai
oewn-naturalize__2.32.00..	oewn-naturalize-v			oewn-00941788-v	vtai
oewn-naturalized__5.00.00.planted.00	oewn-naturalized-a	naturalized	a	oewn-01837507-s	
oewn-naturalized__5.00.02.foreign.01	oewn-naturalized-a	naturalized	a	oewn-01039104-s	
oewn-naturally__4.02.00..	oewn-naturally-r			oewn-00039019-r	
oewn-naturally__4.02.01..	oewn-naturally-r			oewn-00141437-r	
oewn-naturally__4.02.02..	oewn-naturally-r			oewn-00490971-r	
oewn-naturally__4.02.03..	oewn-naturally-r			oewn-00507808-r	
oewn-naturally_occurring__5.00.00.present.02	oewn-naturally_occurring-a	naturally occurring	a	oewn-01853277-s	
oewn-naturalness__1.07.00..	oewn-naturalness-n	naturalness	n	oewn-04793136-n	
oewn-naturalness__1.07.01..	oewn-naturalness-n	naturalness	n	oewn-04754486-n	
oewn-naturalness__1.07.02..	oewn-naturalness-n	naturalness	n	oewn-04888025-n	
oewn-nature__1.07.01..	oewn-nature-n			oewn-04630470-n	
oewn-nature__1.07.02..	oewn-nature-n			oewn-04733982-n	
oewn-nature__1.09.00..	oewn-nature-n			oewn-05848940-n	
oewn-nature__1.17.00..	oewn-nature-n			oewn-09389659-n	
oewn-nature__1.18.00..	oewn-nature-n			oewn-09526814-n	
oewn-nature_study__1.09.00..	oewn-nature_study-n	nature study	n	oewn-05805907-n	
oewn-nature_worship__1.09.00..	oewn-nature_worship-n	nature worship	n	oewn-05958203-n	
oewn-naturism__1.04.00..	oewn-naturism-n			oewn-01033595-n	
oewn-naturist__1.18.00..	oewn-naturist-n			oewn-10385400-n	
oewn-naturistic__3.01.00..	oewn-naturistic-a	naturistic	a	oewn-03000537-a	
oewn-naturopath__1.18.00..	oewn-naturopath-n	naturopath	n	oewn-10366841-n	
oewn-naturopathy__1.04.00..	oewn-naturopathy-n	naturopathy	n	oewn-00709585-n	
oewn-nauch__1.04.00..	oewn-nauch-n	nauch	n	oewn-00527830-n	
oewn-nauclea_diderrichii__1.20.00..	oewn-Nauclea_diderrichii-n	Nauclea diderrichii	n	oewn-12689678-n	
oewn-naucrates_ductor__1.05.00..	oewn-Naucrates_ductor-n	Naucrates ductor	n	oewn-02582819-n	
oewn-naught__1.04.00..	oewn-naught-n			oewn-00067973-n	
oewn-naught__1.23.00..	oewn-naught-n			oewn-13762308-n	
oewn-naughtily__4.02.00..	oewn-naughtily-r	naughtily	r	oewn-00017140-r	
oewn-naughtiness__1.07.00..	oewn-naughtiness-n	naughtiness	n	oewn-04916740-n	
oewn-naughty__5.00.00.bad.00	oewn-naughty-a			oewn-01132237-s	
oewn-naughty__5.00.00.sexy.00	oewn-naughty-a			oewn-02139604-s	
oewn-naumachia__1.06.00..	oewn-naumachia-n	naumachia	n	oewn-03816703-n	
oewn-naumachy__1.06.00..	oewn-naumachy-n	naumachy	n	oewn-03816703-n	
oewn-naupathia__1.26.00..	oewn-naupathia-n	naupathia	n	oewn-14227424-n	
oewn-nauruan__1.18.00..	oewn-Nauruan-n	Nauruan	n	oewn-09743358-n	
oewn-nauruan__3.01.00..	oewn-Nauruan-a	Nauruan	a	oewn-03100426-a	
oewn-nausea__1.12.00..	oewn-nausea-n			oewn-07519350-n	
oewn-nausea__1.26.00..	oewn-nausea-n			oewn-14383357-n	
oewn-nauseant__1.06.00..	oewn-nauseant-n	nauseant	n	oewn-03288430-n	
oewn-nauseate__2.37.00..	oewn-nauseate-v	nauseate	v	oewn-01812341-v	vtaa vtia
oewn-nauseate__2.39.00..	oewn-nauseate-v	nauseate	v	oewn-02199637-v	vtia
oewn-nauseated__5.00.00.ill.01	oewn-nauseated-a			oewn-02556459-s	
oewn-nauseating__5.00.00.unwholesome.00	oewn-nauseating-a	nauseating	a	oewn-02570765-s	
oewn-nauseatingness__1.07.00..	oewn-nauseatingness-n	nauseatingness	n	oewn-05003736-n	
oewn-nauseous__5.00.00.ill.01	oewn-nauseous-a			oewn-02556459-s	
oewn-nauseous__5.00.00.unwholesome.00	oewn-nauseous-a			oewn-02570765-s	
oewn-naut_mi__1.23.00..	oewn-naut_mi-n	naut mi	n	oewn-13682449-n	
oewn-naut_mi__1.23.01..	oewn-naut_mi-n	naut mi	n	oewn-13682724-n	
oewn-nautch__1.04.00..	oewn-nautch-n			oewn-00527830-n	
oewn-nautch_dance__1.04.00..	oewn-nautch_dance-n	nautch dance	n	oewn-00527830-n	
oewn-nautch_girl__1.18.00..	oewn-nautch_girl-n	nautch girl	n	oewn-10366935-n	
oewn-nautical__3.01.02..	oewn-nautical-a			oewn-02900947-a	
oewn-nautical_chain__1.23.00..	oewn-nautical_chain-n	nautical chain	n	oewn-13682196-n	
oewn-nautical_linear_unit__1.23.00..	oewn-nautical_linear_unit-n	nautical linear unit	n	oewn-13671244-n	
oewn-nautical_mile__1.23.01..	oewn-nautical_mile-n	nautical mile	n	oewn-13682449-n	
oewn-nautical_mile__1.23.02..	oewn-nautical_mile-n	nautical mile	n	oewn-13682724-n	
oewn-nautical_signal_flag__1.10.00..	oewn-nautical_signal_flag-n	nautical signal flag	n	oewn-06888442-n	
oewn-nautilus__1.05.01..	oewn-nautilus-n			oewn-01971538-n	
oewn-nautilus__1.05.02..	oewn-nautilus-n			oewn-01973308-n	
oewn-nautilus__1.06.00..	oewn-nautilus-n			oewn-03816835-n	
oewn-navaho__1.10.00..	oewn-Navaho-n	Navaho	n	oewn-06932489-n	
oewn-navaho__1.18.00..	oewn-Navaho-n	Navaho	n	oewn-09682366-n	
oewn-navaho_language__1.10.01..	oewn-Navaho_language-n	Navaho language	n	oewn-06932489-n	
oewn-navajo__1.10.00..	oewn-Navajo-n			oewn-06932489-n	
oewn-navajo__1.18.00..	oewn-Navajo-n			oewn-09682366-n	
oewn-navajo_language__1.10.01..	oewn-Navajo_language-n	Navajo language	n	oewn-06932489-n	
oewn-naval__3.01.00..	oewn-naval-a			oewn-02778473-a	
oewn-naval_academy__1.14.00..	oewn-naval_academy-n	naval academy	n	oewn-08296586-n	
oewn-naval_air_warfare_center_weapons_division__1.14.00..	oewn-Naval_Air_Warfare_Center_Weapons_Division-n	Naval Air Warfare Center Weapons Division	n	oewn-08210152-n	
oewn-naval_attache__1.18.00..	oewn-naval_attache-n	naval attache	n	oewn-10367029-n	
oewn-naval_battle__1.04.00..	oewn-naval_battle-n	naval battle	n	oewn-00960588-n	
oewn-naval_blockade__1.04.00..	oewn-naval_blockade-n	naval blockade	n	oewn-01076894-n	
oewn-naval_brass__1.27.00..	oewn-naval_brass-n	naval brass	n	oewn-14984400-n	
oewn-naval_campaign__1.04.00..	oewn-naval_campaign-n	naval campaign	n	oewn-00972582-n	
oewn-naval_chart__1.06.00..	oewn-naval_chart-n	naval chart	n	oewn-03817188-n	
oewn-naval_commander__1.18.00..	oewn-naval_commander-n	naval commander	n	oewn-10367177-n	
oewn-naval_division__1.14.00..	oewn-naval_division-n	naval division	n	oewn-08236147-n	
oewn-naval_engineer__1.18.00..	oewn-naval_engineer-n	naval engineer	n	oewn-10314082-n	
oewn-naval_engineering__1.09.00..	oewn-naval_engineering-n	naval engineering	n	oewn-06144954-n	
oewn-naval_equipment__1.06.00..	oewn-naval_equipment-n	naval equipment	n	oewn-03817387-n	
oewn-naval_forces__1.14.00..	oewn-naval_forces-n	naval forces	n	oewn-08208631-n	
oewn-naval_gun__1.06.00..	oewn-naval_gun-n	naval gun	n	oewn-03817505-n	
oewn-naval_installation__1.06.00..	oewn-naval_installation-n	naval installation	n	oewn-03817659-n	
oewn-naval_missile__1.06.00..	oewn-naval_missile-n	naval missile	n	oewn-03817803-n	
oewn-naval_officer__1.18.00..	oewn-naval_officer-n	naval officer	n	oewn-10367324-n	
oewn-naval_radar__1.06.00..	oewn-naval_radar-n	naval radar	n	oewn-03817922-n	
oewn-naval_shipyard__1.06.00..	oewn-naval_shipyard-n	naval shipyard	n	oewn-03819244-n	
oewn-naval_special_warfare__1.14.00..	oewn-Naval_Special_Warfare-n	Naval Special Warfare	n	oewn-08210388-n	
oewn-naval_surface_warfare_center__1.14.00..	oewn-Naval_Surface_Warfare_Center-n	Naval Surface Warfare Center	n	oewn-08210585-n	
oewn-naval_tactical_data_system__1.06.00..	oewn-naval_tactical_data_system-n	naval tactical data system	n	oewn-03818329-n	
oewn-naval_underwater_warfare_center__1.14.00..	oewn-Naval_Underwater_Warfare_Center-n	Naval Underwater Warfare Center	n	oewn-08210794-n	
oewn-naval_unit__1.14.00..	oewn-naval_unit-n	naval unit	n	oewn-08208462-n	
oewn-naval_weaponry__1.06.00..	oewn-naval_weaponry-n	naval weaponry	n	oewn-03818464-n	
oewn-navane__1.06.00..	oewn-Navane-n	Navane	n	oewn-04432791-n	
oewn-nave__1.06.00..	oewn-nave-n	nave	n	oewn-03818618-n	
oewn-navel__1.08.00..	oewn-navel-n			oewn-05564228-n	
oewn-navel__1.15.00..	oewn-navel-n			oewn-08541929-n	
oewn-navel_orange__1.13.00..	oewn-navel_orange-n	navel orange	n	oewn-07765168-n	
oewn-navel_point__1.15.00..	oewn-navel_point-n	navel point	n	oewn-08541929-n	
oewn-navel--gazing__1.09.00..	oewn-navel-gazing-n			oewn-05795853-n	
oewn-navicular__1.08.00..	oewn-navicular-n	navicular	n	oewn-05279775-n	
oewn-navicular__5.00.00.formed.00	oewn-navicular-a	navicular	a	oewn-02155941-s	
oewn-navigability__1.07.00..	oewn-navigability-n	navigability	n	oewn-04726937-n	
oewn-navigable__5.00.00.passable.00	oewn-navigable-a			oewn-01728957-s	
oewn-navigate__2.38.00..	oewn-navigate-v			oewn-01937276-v	via vtai
oewn-navigate__2.38.02..	oewn-navigate-v			oewn-01850262-v	via vii vtaa-pp
oewn-navigate__2.38.03..	oewn-navigate-v			oewn-01936675-v	via-pp
oewn-navigation__1.04.00..	oewn-navigation-n			oewn-00817462-n	
oewn-navigation__1.04.01..	oewn-navigation-n			oewn-00315295-n	
oewn-navigation__1.04.02..	oewn-navigation-n			oewn-01107642-n	
oewn-navigation_light__1.06.00..	oewn-navigation_light-n	navigation light	n	oewn-03818909-n	
oewn-navigational__3.01.00..	oewn-navigational-a	navigational	a	oewn-02920319-a	
oewn-navigational_chart__1.06.00..	oewn-navigational_chart-n	navigational chart	n	oewn-03817188-n	
oewn-navigational_instrument__1.06.00..	oewn-navigational_instrument-n	navigational instrument	n	oewn-03818716-n	
oewn-navigational_system__1.06.00..	oewn-navigational_system-n	navigational system	n	oewn-03816984-n	
oewn-navigator__1.18.00..	oewn-navigator-n	navigator	n	oewn-10367614-n	
oewn-navigator__1.18.01..	oewn-navigator-n	navigator	n	oewn-10368096-n	
oewn-navigator__1.18.02..	oewn-navigator-n	navigator	n	oewn-10565985-n	
oewn-navvy__1.18.00..	oewn-navvy-n			oewn-10055534-n	
oewn-navy__1.07.00..	oewn-navy-n			oewn-04976880-n	
oewn-navy__1.14.00..	oewn-navy-n			oewn-08208631-n	
oewn-navy__1.14.01..	oewn-Navy-n			oewn-08208917-n	
oewn-navy_base__1.06.00..	oewn-navy_base-n	navy base	n	oewn-03819152-n	
oewn-navy_bean__1.13.00..	oewn-navy_bean-n	navy bean	n	oewn-07743116-n	
oewn-navy_blue__1.07.00..	oewn-navy_blue-n	navy blue	n	oewn-04976880-n	
oewn-navy_cross__1.10.00..	oewn-Navy_Cross-n	Navy Cross	n	oewn-06720648-n	
oewn-navy_department__1.14.00..	oewn-Navy_Department-n	Navy Department	n	oewn-08161915-n	
oewn-navy_man__1.18.00..	oewn-navy_man-n	navy man	n	oewn-86554066-n	
oewn-navy_seal__1.18.00..	oewn-Navy_SEAL-n	Navy SEAL	n	oewn-10368257-n	
oewn-navy_secretary__1.04.00..	oewn-Navy_secretary-n	Navy secretary	n	oewn-00604434-n	
oewn-navy_woman__1.18.00..	oewn-navy_woman-n	navy woman	n	oewn-85496233-n	
oewn-navy_yard__1.06.00..	oewn-navy_yard-n	navy yard	n	oewn-03819244-n	
oewn-nawab__1.18.00..	oewn-nawab-n			oewn-10368483-n	
oewn-nawcwpns__1.14.00..	oewn-NAWCWPNS-n	NAWCWPNS	n	oewn-08210152-n	
oewn-nay__1.10.00..	oewn-nay-n			oewn-07219870-n	
oewn-nay__4.02.00..	oewn-nay-r			oewn-00409589-r	
oewn-naysayer__1.18.00..	oewn-naysayer-n			oewn-10369282-n	
oewn-naysaying__1.10.00..	oewn-naysaying-n	naysaying	n	oewn-07219482-n	
oewn-nazarene__1.18.00..	oewn-Nazarene-n	Nazarene	n	oewn-10369401-n	
oewn-nazarene__1.18.01..	oewn-Nazarene-n	Nazarene	n	oewn-10369481-n	
oewn-nazarene__1.18.02..	oewn-Nazarene-n	Nazarene	n	oewn-10369567-n	
oewn-nazarene__3.01.00..	oewn-Nazarene-a	Nazarene	a	oewn-02778644-a	
oewn-nazarene__3.01.01..	oewn-Nazarene-a	Nazarene	a	oewn-02778774-a	
oewn-nazi__1.18.00..	oewn-Nazi-n			oewn-10369951-n	
oewn-nazi__1.18.01..	oewn-nazi-n			oewn-10370215-n	
oewn-nazi__3.01.00..	oewn-Nazi-a			oewn-03011226-a	
oewn-nazi__3.01.02..	oewn-Nazi-a			oewn-03011412-a	
oewn-nazi_germany__1.14.00..	oewn-Nazi_Germany-n	Nazi Germany	n	oewn-08187154-n	
oewn-nazi_party__1.14.00..	oewn-Nazi_Party-n	Nazi Party	n	oewn-08279230-n	
oewn-nazification__1.22.00..	oewn-Nazification-n	Nazification	n	oewn-13541629-n	
oewn-nazify__2.30.00..	oewn-nazify-v	nazify	v	oewn-00503166-v	vtaa vtai
oewn-naziism__1.14.00..	oewn-Naziism-n	Naziism	n	oewn-08383367-n	
oewn-nazism__1.14.00..	oewn-Nazism-n	Nazism	n	oewn-08383367-n	
oewn-nb__1.10.00..	oewn-NB-n	NB	n	oewn-06777091-n	
oewn-nb__1.27.00..	oewn-Nb-n	Nb	n	oewn-14671120-n	
oewn-nbe__1.24.00..	oewn-NbE-n	NbE	n	oewn-13853509-n	
oewn-nbw__1.24.00..	oewn-NbW-n	NbW	n	oewn-13857507-n	
oewn-ncdc__1.14.00..	oewn-NCDC-n	NCDC	n	oewn-08147274-n	
oewn-nd__1.27.00..	oewn-Nd-n	Nd	n	oewn-14670060-n	
oewn-ndebele__1.10.00..	oewn-Ndebele-n			oewn-07007148-n	
oewn-ne__1.24.00..	oewn-NE-n			oewn-13854042-n	
oewn-ne__1.27.00..	oewn-Ne-n			oewn-14670330-n	
oewn-ne_plus_ultra__1.26.00..	oewn-ne_plus_ultra-n	ne plus ultra	n	oewn-14482870-n	
oewn-ne-apos-er__4.02.00..	oewn-ne-ap-er-r			oewn-00021214-r	
oewn-ne-apos-er--do--well__1.18.00..	oewn-ne-ap-er-do-well-n			oewn-10155473-n	
oewn-neandertal__1.05.00..	oewn-Neandertal-n	Neandertal	n	oewn-02477709-n	
oewn-neandertal__3.01.00..	oewn-Neandertal-a	Neandertal	a	oewn-03100579-a	
oewn-neandertal__5.00.00.unrefined.01	oewn-neandertal-a	neandertal	a	oewn-01956681-s	
