sourceNormalizedLemma	targetNormalizedLemma	sourceEntryId	targetEntryId	synsetId	partOfSpeech
سنط فضي	ميموزا	awn4-eb2d28d232f7f	awn4-e3474ff199e5a	awn4-11778122-n	n
سنط كاذب	روبينيا	awn4-e69710eaf513c	awn4-ebac0b7931aa3	awn4-12589011-n	n
سنط كاذب	روبينيا سنطية	awn4-e69710eaf513c	awn4-e39d774b1a981	awn4-12588691-n	n
سنط كريه الرائحة	جيدجي	awn4-eef96731381a8	awn4-e8fe35e574944	awn4-11777486-n	n
سنط لزج	روبينيا لزجة	awn4-e81846e1b2e52	awn4-ebe60f7ce9f45	awn4-12589154-n	n
سنط وردي	روبينيا شعراء	awn4-e2420d0142410	awn4-e7d346afd361c	awn4-12588455-n	n
سنطور	بسالتري	awn4-ec40ba2432e48	awn4-e67d38c880438	awn4-04023240-n	n
سنطور	دالسمر	awn4-ec40ba2432e48	awn4-eabebdb58eea0	awn4-03259440-n	n
سنطور	دولسيمر	awn4-ec40ba2432e48	awn4-ed70a85ad3260	awn4-03259565-n	n
سنع	عظم المشط	awn4-eac96e87640fb	awn4-ebc616aebcae9	awn4-05284760-n	n
سنع	مشط اليد	awn4-eac96e87640fb	awn4-eb16a7f2177aa	awn4-05601626-n	n
سنغافورة	جمهورية سنغافورة	awn4-e77536c8e9c0c	awn4-e422abed5e615	awn4-09019857-n	n
سنغافورة	عاصمة سنغافورة	awn4-e77536c8e9c0c	awn4-eb4738969be91	awn4-09020171-n	n
سنفية	عشب الصفصاف	awn4-e6c3ca91f3548	awn4-e996df40e4ea4	awn4-12362816-n	n
سنفيتون	جنس سمفيتوم	awn4-e40424e379fed	awn4-e66bedc6cdf94	awn4-12843410-n	n
سنفيتون	سمفيتوم	awn4-e40424e379fed	awn4-ee5e2ad40135f	awn4-12843410-n	n
سنفيتون	كومفري	awn4-e40424e379fed	awn4-e8df341174aae	awn4-12843529-n	n
سنفيتون مخزني	سمفوطن	awn4-ef112a6e91623	awn4-ee4c69c5c3718	awn4-12843715-n	n
سنكبة	ترخيم	awn4-e7fd3c75e2906	awn4-ee23963905a01	awn4-07101415-n	n
سنكروسكوب	مزامنة	awn4-ead1c264d64eb	awn4-ef7421c433bbd	awn4-04383013-n	n
سنكلير	ابتون سنكلير	awn4-e1a9429cc95bf	awn4-edaf3d05a00e6	awn4-11322444-n	n
سنكلير	كلايف سنكلير	awn4-e1a9429cc95bf	awn4-e6e4addbf78c7	awn4-11322219-n	n
سنكلير لويس	لويس	awn4-e985138418e71	awn4-ea9f4f4bed6c5	awn4-11150464-n	n
سنكيتريوم	جنس سنكيتريوم	awn4-ec167abfa0150	awn4-e5652bc1af700	awn4-12999889-n	n
سنن	ثلم	awn4-e4179f47c61e6	awn4-e369a2f19ba2a	awn4-01279737-v	v
سنن	شرشر	awn4-e4179f47c61e6	awn4-e148d86ccb7b5	awn4-01258371-v	v
سنن	شوك	awn4-e4179f47c61e6	awn4-ec365ea3b784b	awn4-01341863-v	v
سنن	عشق	awn4-e7c6230946384	awn4-e4fdf2a909f90	awn4-01296521-v	v
سنو	سي بي سنو	awn4-e947dce5d9a69	awn4-e8d6e0dea93ff	awn4-11327077-n	n
سنوات	ايام	awn4-e4df3186c7aa2	awn4-ec06bfdbfedf4	awn4-15166019-n	n
سنوات	دهر	awn4-e4df3186c7aa2	awn4-e13d6287e8401	awn4-15267766-n	n
سنوات	وقت طويل	awn4-e4df3186c7aa2	awn4-e2045c31f20b6	awn4-15267766-n	n
سنوات الشيخوخة	السنوات الذهبية	awn4-eb67407b9f6c5	awn4-ea5674711cd35	awn4-15175344-n	n
سنود	شبكة شعر	awn4-efbda302e0a91	awn4-e0085f108506d	awn4-04257802-n	n
سنوركل	انبوب التنفس	awn4-e3891539882a6	awn4-e2d23fc1b24c5	awn4-04257960-n	n
سنوركلينغ	غوص بالانبوب	awn4-ea4f510afa1a5	awn4-e30c66954b328	awn4-00445922-n	n
سنوري	قطي	awn4-e0ec6e52c4557	awn4-e445dbd006427	awn4-02893192-a	a
سنونو	جنس هيروندو	awn4-ed3b228e32dd0	awn4-ef9a251b5d1b8	awn4-01597252-n	n
سنونو الخشب	الفصيلة الارتامية	awn4-ecf60a51596e6	awn4-ebcc4e560cfaf	awn4-01599402-n	n
سنوي	حولي	awn4-e073e4a3d6cb1	awn4-ec5519bdf5d33	awn4-00681291-a	a
سنويا	باستمرار	awn4-ee15bc92a82f7	awn4-ec887e9b33b95	awn4-00229434-r	r
سنويا	بشكل متجدد	awn4-ee15bc92a82f7	awn4-e52e0b99e6fce	awn4-00229434-r	r
سنويا	كل سنة	awn4-ef4938cd4cc03	awn4-e3093c53d5180	awn4-00082087-r	r
سني	اسناني	awn4-e262317bed667	awn4-e53020c8eccde	awn4-02721834-a	a
سني	اهل السنة والجماعة	awn4-e59b72eec17c6	awn4-e84b041ba8526	awn4-08113440-n	n
سنيد	سام سنيد	awn4-ed49b281c9264	awn4-e064e81e995db	awn4-11326755-n	n
سنيد	ممثل مساعد للكوميدي	awn4-ed49b281c9264	awn4-e30451978d5db	awn4-10680322-n	n
سنين	مرهف	awn4-e6616de050e0f	awn4-e647f60ec84b4	awn4-00805750-s	s
سنينة	نتوء سني	awn4-e01e8a8a7f636	awn4-e5747665086ec	awn4-02158683-n	n
سنيور	سيد	awn4-e4fe63f5ec3e6	awn4-e748d3ef68e6f	awn4-10598404-n	n
سها	غاب عن البال	awn4-e9f60eb69d297	awn4-e15502fc1ac52	awn4-00610532-v	v
سها	نسي	awn4-e9f60eb69d297	awn4-e52f38c2c5dbd	awn4-00610532-v	v
سهاد	ارق	awn4-e24cdafb45859	awn4-e9442de731fe6	awn4-14046430-n	n
سهاد	يقظة	awn4-e24cdafb45859	awn4-e5ed6d80ed5b9	awn4-14046430-n	n
سهارة	ضوء ليلي	awn4-ef1eeca1dd621	awn4-e046cf7477dd3	awn4-03830253-n	n
سهر	ارق	awn4-e50328e60949a	awn4-edc341e5bd08a	awn4-01550707-v	v
سهر	ترقب	awn4-eb3eceda97776	awn4-e7bb07c2fda9a	awn4-04672135-n	n
سهر	تنبه	awn4-eb3eceda97776	awn4-ee5a8aea1fa3f	awn4-05713669-n	n
سهر	تهجد	awn4-eb3eceda97776	awn4-e5b1912fae024	awn4-01031703-n	n
سهر	تهجد	awn4-eb3eceda97776	awn4-e5b1912fae024	awn4-05686696-n	n
سهر	تيقظ	awn4-eb3eceda97776	awn4-ee660c5c8db61	awn4-05713669-n	n
سهر	حياة الليل	awn4-eb3eceda97776	awn4-ed16701e5b6b7	awn4-00432277-n	n
سهر	حياة ليلية	awn4-eb3eceda97776	awn4-ec536effb3c81	awn4-00516963-n	n
سهر	يقظة	awn4-eb3eceda97776	awn4-e5ed6d80ed5b9	awn4-04672135-n	n
سهر	يقظة	awn4-eb3eceda97776	awn4-e5ed6d80ed5b9	awn4-05713669-n	n
سهرة	امسية	awn4-e2dfb92e0b9e3	awn4-e74fd5c45c9b7	awn4-08272152-n	n
سهرة	امسية	awn4-e2dfb92e0b9e3	awn4-e74fd5c45c9b7	awn4-15192953-n	n
سهرة	حفلة	awn4-e2dfb92e0b9e3	awn4-e8c7cbeab5540	awn4-08269523-n	n
سهرة رجالية	حفلة عزاب	awn4-e9745d44fbe9d	awn4-e981e09297ea4	awn4-08272926-n	n
سهرة عشاء	عشاء	awn4-e2962be34f8c9	awn4-e44e94a12c3f0	awn4-08273488-n	n
سهرة غنائية راقصة	كليد	awn4-e6ca5768fb678	awn4-eac339b20151b	awn4-07462994-n	n
سهل	بدون جهد	awn4-e7040ac7c193b	awn4-e7ca81e95ee73	awn4-00841835-a	a
سهل	بسط	awn4-ee210d9fc4adc	awn4-eeb070c7e953c	awn4-00401333-v	v
سهل	حقل	awn4-ed85b1b48d432	awn4-ec5b22c01c4ed	awn4-09416498-n	n
سهل	ساعد	awn4-e9cfdb99a8829	awn4-eb31f41c621a0	awn4-02741772-v	v
سهل	سرع	awn4-e9cfdb99a8829	awn4-e817a13f4dba8	awn4-02554590-v	v
سهل	عجل	awn4-e9cfdb99a8829	awn4-ef1417e13763c	awn4-02554590-v	v
سهل	غير متطلب	awn4-e7040ac7c193b	awn4-ec2ae247239b0	awn4-00714994-a	a
سهل	هين	awn4-e7040ac7c193b	awn4-ed1fb991fa049	awn4-00752852-a	a
سهل	يسر	awn4-e9cfdb99a8829	awn4-e9c2d37d43168	awn4-00519475-v	v
سهل	يسر	awn4-e9cfdb99a8829	awn4-e9c2d37d43168	awn4-01761182-v	v
سهل	يسير	awn4-e7040ac7c193b	awn4-ea023c4594a8d	awn4-00752852-a	a
سهل الارضاء	قابل للتهدئة	awn4-e21dd42e15040	awn4-ee26ea2430b1f	awn4-01789339-a	a
سهل الاستخدام	صديق للمستخدم	awn4-e2e0b0a0e84df	awn4-e0ebd2d9d47ea	awn4-01081683-a	a
سهل الاستخدام	طيع	awn4-e2e0b0a0e84df	awn4-ee4dd54ff0a73	awn4-02574346-a	a
سهل الاستهداف	جالس	awn4-ebe0bbe6d0d10	awn4-e74f20e0dff9b	awn4-01569532-s	s
سهل الانخداع	غر	awn4-edeeb9b62c3d4	awn4-edb9aea84bbf9	awn4-02280235-s	s
سهل الانقياد	ضعيف الشخصية	awn4-e92bbf8e0cf25	awn4-ea9d31a7b284e	awn4-10515465-n	n
سهل الانقياد	طيع	awn4-e64ac2004a0f0	awn4-e3b7118672608	awn4-02370584-s	s
سهل الانقياد	طيع	awn4-e86fc0d5b1389	awn4-e126896931f27	awn4-02460186-a	a
سهل الانقياد	قابل للتوجيه	awn4-e86fc0d5b1389	awn4-ed87aae6aa8f3	awn4-02460186-a	a
سهل التاثر	مرن	awn4-ee7ef874b439e	awn4-e0b57efa621b4	awn4-02460624-s	s
سهل التعامل	ودود	awn4-e05da0b8fbbb5	awn4-e546b7384c4aa	awn4-00135322-s	s
سهل التعرف	واضح	awn4-e45b0d991e3ad	awn4-ec5486224c793	awn4-01752480-s	s
سهل التواصل	محبب	awn4-e4b0d96b6b0b4	awn4-eb36de589dac1	awn4-90001641-s	s
سهل الثني	لين	awn4-e20bbe69bddf6	awn4-e0ec181c4b478	awn4-01026542-s	s
سهل الخداع	ساذج	awn4-e3145d84ab138	awn4-e8ec0188cdec7	awn4-02373289-s	s
سهل القراءة	ميسور الفهم	awn4-e5a54ac763b40	awn4-e5333717e6061	awn4-00535441-s	s
سهل الكسر	رقيق	awn4-ef983bd13fadf	awn4-ecec971df9441	awn4-00712660-s	s
سهل المعشر	دمث الخلق	awn4-e0d7b6d7ff3be	awn4-e0e7e99be9524	awn4-00135131-a	a
سهل المقاربة	يسهل الوصول اليه	awn4-e7eee3ed36f70	awn4-e4531fbdc9eaa	awn4-00019387-s	s
سهل الهضم	خفيف	awn4-e3fbe239b73c0	awn4-eee924ad77724	awn4-01185958-s	s
سهل تحاتي	شبه سهل	awn4-e77127be7dab1	awn4-e91c87fe1c6c6	awn4-09411546-n	n
سهل عشبي	براري	awn4-e197e936199f9	awn4-e1498120497b8	awn4-08637099-n	n
سهلي	بري	awn4-ee6f620e99d52	awn4-ef800e22a145c	awn4-02058929-s	s
سهلي	منخفض	awn4-e78fe46f75f41	awn4-ee07c44f5f613	awn4-01222274-a	a
سهم	اسهم	awn4-eed1e729db05c	awn4-eba7a26a905b8	awn4-13354848-n	n
سهم	جذع السهم	awn4-eed1e729db05c	awn4-e70e1b6a394cc	awn4-06834654-n	n
سهم	حصة	awn4-eed1e729db05c	awn4-eaa5a27ea87b7	awn4-13363150-n	n
سهم	شهادة سهم	awn4-eed1e729db05c	awn4-e2d75ac73e8ea	awn4-13438244-n	n
سهم	مؤشر	awn4-eed1e729db05c	awn4-ecb3cc2bb15b7	awn4-06830979-n	n
سهم خارج المقصورة	سهم غير مدرج	awn4-e07621d2150d8	awn4-e66d10b471c84	awn4-13442459-n	n
سهم غير مدرج	سهم خارج المقصورة	awn4-e66d10b471c84	awn4-e07621d2150d8	awn4-13442459-n	n
سهم كيوبيد	هندباء زرقاء	awn4-e8f19b74df643	awn4-e124412fb911a	awn4-11967387-n	n
سهمية	كانتانش	awn4-eef114bb4431c	awn4-e14f779ac3933	awn4-11967196-n	n
سهمية شائعة	سهمية عريضة الاوراق	awn4-eea1707af1fe1	awn4-ec7b9ecbc64fb	awn4-12633401-n	n
سهمية عريضة الاوراق	سهمية شائعة	awn4-ec7b9ecbc64fb	awn4-eea1707af1fe1	awn4-12633401-n	n
سهو	اغفال	awn4-e91250ac4ce5e	awn4-ec6c6f2cfc88e	awn4-14447018-n	n
سهو	عدم اكتراث	awn4-e91250ac4ce5e	awn4-e4b0eab905176	awn4-05714322-n	n
سهو	غفلة	awn4-e91250ac4ce5e	awn4-ee2cc4e0b168a	awn4-00075344-n	n
سهو	غفلة	awn4-e91250ac4ce5e	awn4-ee2cc4e0b168a	awn4-04672900-n	n
سهو	غفلة	awn4-e91250ac4ce5e	awn4-ee2cc4e0b168a	awn4-05714322-n	n
سهو	غفلة غير مقصودة	awn4-e91250ac4ce5e	awn4-e15011180f829	awn4-05714762-n	n
سهو	نسيان	awn4-e91250ac4ce5e	awn4-ebcbbbea8d270	awn4-05681752-n	n
سهوب	ستيب	awn4-ed2ab1e102966	awn4-eff38d8058b09	awn4-09468193-n	n
سهولة	انعدام الالم	awn4-eee5f2a3e3c7e	awn4-eef52fb702a9b	awn4-92419957-n	n
سهولة	براعة	awn4-eee5f2a3e3c7e	awn4-ecfd5b895bf41	awn4-04716072-n	n
سهولة	بساطة	awn4-eee5f2a3e3c7e	awn4-e654a2355c0e0	awn4-04715389-n	n
سهولة	سلاسة	awn4-eee5f2a3e3c7e	awn4-e9e2bbfa2f46a	awn4-04716072-n	n
سهولة	يسر	awn4-eee5f2a3e3c7e	awn4-e8971f7f85b2d	awn4-04715389-n	n
سهولة القراءة	سلاسة القراءة	awn4-e17109e461983	awn4-e66ce4536d1b0	awn4-04827184-n	n
سهولة المعشر	تيسر الوصول	awn4-e923ce7a30ce5	awn4-e9aba3263f457	awn4-04663006-n	n
سهولة المنال	اتاحة	awn4-e27427d9b996e	awn4-e64c2f9697414	awn4-04726275-n	n
سهولة المنال	توفر	awn4-e27427d9b996e	awn4-e5d555ac880c0	awn4-04726275-n	n
سهولة تامة	عدم بذل جهد	awn4-e2212bfaac87f	awn4-ef4d20c459bc6	awn4-04715819-n	n
سهوي	عرضي	awn4-e614d635e347a	awn4-ed628d54ea4ac	awn4-01341947-s	s
سهيم	امفيوكسوس	awn4-eb0def6d09b29	awn4-e6b3fec7b82dc	awn4-01470316-n	n
سهيم	جنس السهيم	awn4-eb0def6d09b29	awn4-e70794e368ea4	awn4-01470316-n	n
سهيم	حبلي الراس	awn4-eb0def6d09b29	awn4-eab3f09ff857a	awn4-01469977-n	n
سهيم	رميح	awn4-eb0def6d09b29	awn4-e81b3501c2b30	awn4-01470445-n	n
سهيمات	حبليات الراس	awn4-ed50e3de09e72	awn4-e30ad269091bf	awn4-01469821-n	n
سهيمات	شعيبة حبليات الراس	awn4-ed50e3de09e72	awn4-e335d535b5f36	awn4-01469821-n	n
سو	اوجين سو	awn4-ec159273ff7e0	awn4-e7abfd79480ed	awn4-11343575-n	n
سوء	خبث	awn4-e6c98fb7adbc1	awn4-e17b5c6261b48	awn4-04788030-n	n
سوء	رداءة	awn4-e3667859f5835	awn4-e9d91878d43c8	awn4-04738055-n	n
سوء	رداءة	awn4-e3667859f5835	awn4-e9d91878d43c8	awn4-05151326-n	n
سوء	رداءة	awn4-e3667859f5835	awn4-e9d91878d43c8	awn4-92419840-n	n
سوء	شدة	awn4-e3667859f5835	awn4-e40b43f167102	awn4-05043870-n	n
سوء	شر	awn4-e3667859f5835	awn4-eacda431f58ac	awn4-04859319-n	n
سوء	عدم جاذبية	awn4-e3667859f5835	awn4-e4b65757d9c71	awn4-05149255-n	n
سوء	غير مرغوب فيه	awn4-e3667859f5835	awn4-e5f9cf4772528	awn4-05149255-n	n
سوء	قذارة	awn4-e6c98fb7adbc1	awn4-e2b03f52dcd89	awn4-04788030-n	n
سوء	قسوة	awn4-e3667859f5835	awn4-e02ac87d07cf4	awn4-05043870-n	n
سوء استخدام	اختلاس	awn4-ebdcab0199b8c	awn4-e1b328bcf3fac	awn4-00085715-n	n
سوء استخدام	اساءة استعمال	awn4-ebdcab0199b8c	awn4-e9a77a03168eb	awn4-00949535-n	n
سوء استخدام الكلمة	استعارة متكلفة	awn4-e8a045743f210	awn4-e72ed215e22e3	awn4-07116700-n	n
سوء الادارة	سوء الحكم	awn4-e727039cf72f1	awn4-ee22805171c38	awn4-01127883-n	n
سوء الاستقبال	جفاء	awn4-e717db66306b0	awn4-ea88544831d6b	awn4-06644168-n	n
سوء الاستقبال	عدم الترحيب	awn4-e717db66306b0	awn4-e047c55cc0405	awn4-06644168-n	n
سوء التغذية	نقص التغذية	awn4-eb9d3cb37217a	awn4-e53049b1f64cd	awn4-14063972-n	n
سوء التغذية النسيجي	حثل	awn4-eb45ff0c0ccf4	awn4-eddea9e1d94bc	awn4-14082818-n	n
سوء الحال	اعتلال	awn4-e70fd4a3605dd	awn4-e8759cee18c29	awn4-14471666-n	n
سوء الحظ	مصيبة	awn4-e22cc28f6b557	awn4-e1f86eb24e895	awn4-14498989-n	n
سوء الحظ	نحس	awn4-e22cc28f6b557	awn4-e0caab8826c21	awn4-14498989-n	n
سوء الحكم	سوء الادارة	awn4-ee22805171c38	awn4-e727039cf72f1	awn4-01127883-n	n
سوء السمعة	قلة الاحترام	awn4-ea1ca8b4b1f39	awn4-ed4ffa9f84d98	awn4-04881604-n	n
سوء المزاج	حدة المزاج	awn4-e09fcde144743	awn4-e36a6104df6fc	awn4-07533371-n	n
سوء المعاملة	اساءة	awn4-e80ae92584184	awn4-ef140f8a1ce10	awn4-00420921-n	n
سوء تدبير	تبذير	awn4-e2d8d09d17d38	awn4-e44e1963fd447	awn4-04901747-n	n
سوء تصرف	اثم	awn4-ea9ccae09eb4e	awn4-e3cf847986dc2	awn4-00734044-n	n
سوء تصرف	اساءة اداء	awn4-ea9ccae09eb4e	awn4-e2700f16a90b7	awn4-00743318-n	n
سوء تصرف	سوء سلوك	awn4-ea9ccae09eb4e	awn4-e5d8fb488585b	awn4-00737234-n	n
سوء تصرف	عمل غير مشروع	awn4-ea9ccae09eb4e	awn4-ed2d5e38274e0	awn4-00734044-n	n
سوء تصرف	مخالفة	awn4-ea9ccae09eb4e	awn4-e74d0b2966cd3	awn4-00734044-n	n
سوء تفاهم معقد	ورطة	awn4-e3ff41868c584	awn4-e406b9853a682	awn4-07189436-n	n
سوء تفسير	سوء فهم	awn4-e56b7fa3e0329	awn4-e67fcbc8f2611	awn4-07189084-n	n
سوء تقدير	حساب خاطئ	awn4-e8dceca55538b	awn4-ebc14c3dbb30d	awn4-00073628-n	n
سوء تقدير	حماقة	awn4-e8dceca55538b	awn4-e37b5bde5496a	awn4-05172555-n	n
سوء تقدير	رعونة	awn4-e8dceca55538b	awn4-e9ecce89a4eaf	awn4-05623875-n	n
سوء تقدير	طيش	awn4-e8dceca55538b	awn4-e06db7cb09aa9	awn4-05623875-n	n
سوء تقدير	قلة حكمة	awn4-e8dceca55538b	awn4-e66d1f7a123c1	awn4-05623875-n	n
سوء تموضع	وضع خاطئ	awn4-e422effeae6fd	awn4-e0a22ffde692f	awn4-05086281-n	n
سوء حظ	مصيبة	awn4-edc587126668e	awn4-e1f86eb24e895	awn4-07319470-n	n
سوء حظ	نحس	awn4-edc587126668e	awn4-e0caab8826c21	awn4-11447956-n	n
سوء سلوك	سوء تصرف	awn4-e5d8fb488585b	awn4-ea9ccae09eb4e	awn4-00737234-n	n
سوء شديد	رداءة	awn4-e1b656aded289	awn4-e3d3b22966744	awn4-04789231-n	n
سوء صيت	خزي	awn4-ec6ea00bbab9f	awn4-e055a6ada9d5c	awn4-14462478-n	n
سوء ظن	توجس	awn4-e548265956102	awn4-e0a2af40c6937	awn4-05706756-n	n
سوء ظن	ريبة	awn4-e548265956102	awn4-ece9a2d717a00	awn4-05706756-n	n
سوء فهم	خطا	awn4-e67fcbc8f2611	awn4-e7021177b0ba9	awn4-05904330-n	n
سوء فهم	سوء تفسير	awn4-e67fcbc8f2611	awn4-e56b7fa3e0329	awn4-07189084-n	n
سوء محاذاة	عدم اصطفاف	awn4-efc5d220c2d57	awn4-ead2aea92d876	awn4-05084693-n	n
سوء ممارسة	مخالفة مهنية	awn4-e5f24230db8f2	awn4-ea0e1f2ed4cfb	awn4-00743428-n	n
سوء نية	حقد	awn4-eb8ed131e892b	awn4-eda198905d126	awn4-04849544-n	n
سوء نية	خبث	awn4-eb8ed131e892b	awn4-e0e1a21ab34d2	awn4-04849544-n	n
سوء نية	خبث	awn4-eb8ed131e892b	awn4-e0e1a21ab34d2	awn4-07565835-n	n
سوء نية	ضغينة	awn4-eb8ed131e892b	awn4-ed80f34f7c610	awn4-04849544-n	n
سواء البصر	بصر سوي	awn4-ed512d69579aa	awn4-e9d641bf8e514	awn4-14120439-n	n
سوائل الجسم	سائل جسدي	awn4-e884e8dda20e3	awn4-ebead0ebe34bb	awn4-05404811-n	n
سوابح	نيكتون	awn4-e2600c9ad00c4	awn4-e526160a11350	awn4-01386954-n	n
سوابق	سجل جنائي	awn4-e4b2aaacfa89d	awn4-eb2cbb94f046a	awn4-06502164-n	n
سوات	فريق التدخل السريع	awn4-ea3fb42990441	awn4-e2f5a85a3afcd	awn4-08291047-n	n
سواتش	عينة قماش	awn4-e40c9a462f6a2	awn4-e67cb58dc584e	awn4-04376036-n	n
سواد	اسود	awn4-e8baae89c6bdd	awn4-e62b8b884c27c	awn4-04967454-n	n
سواد	حلكة	awn4-e8baae89c6bdd	awn4-e50c90ac78647	awn4-14007292-n	n
سواد	ظلام دامس	awn4-e8baae89c6bdd	awn4-e265785747223	awn4-14007292-n	n
سواد	ملابس سوداء	awn4-e8baae89c6bdd	awn4-efe8f5f5d4170	awn4-02849379-n	n
سوار	اسورة	awn4-e38ebfcc7957f	awn4-e23b9cb9b08c3	awn4-02891211-n	n
سوار العضد	دملج	awn4-ed3f8bb34ef7a	awn4-ef42442aa10ab	awn4-02742432-n	n
سوار المعصم	حزام الساعة	awn4-e95962f5c88b9	awn4-ecaa59076752d	awn4-04563490-n	n
سوار طائر	حلقة تعريف	awn4-ee4017b6aa5f1	awn4-e9655d42420d0	awn4-02788214-n	n
سوارة	دوارة	awn4-e6263c74637ee	awn4-e9887aec419b3	awn4-13941998-n	n
سواري	جوز السواري	awn4-e0272f8bf78f5	awn4-eb7f4267c0793	awn4-12394256-n	n
سواري	حلزوني	awn4-e7b6e968a6200	awn4-e284e8c3e8da7	awn4-00680988-s	s
سواري	حلقي	awn4-e3283969a07ac	awn4-ee81d686deca7	awn4-00680812-a	a
سوارية	حلقية	awn4-ea1ddaf92f9ed	awn4-e54ed2beaa57d	awn4-02651769-a	a
سوازيلاند	مملكة سوازيلاند	awn4-e3761ee5e9811	awn4-e18505e277f8d	awn4-09053603-n	n
سواسية	لا مبال	awn4-e7d8cd4c15c23	awn4-e2eacd80e9763	awn4-01728286-s	s
سواغ	وسط ناقل	awn4-e5e6a3917d4bb	awn4-e82574e9dfe91	awn4-15136653-n	n
سواقة	قيادة	awn4-ec83de5e03f19	awn4-efb2321001db7	awn4-00299323-n	n
سواينسونا	بازلاء دارلينغ	awn4-ebce89d3f46de	awn4-e55f82e0a28dd	awn4-11772234-n	n
سواينسونا	شجيرة سامة	awn4-ebce89d3f46de	awn4-e7d169aff8f9d	awn4-11772234-n	n
سوبر سي	اسيد سوبر	awn4-e6d5bfb3f0944	awn4-edf61ad2c0359	awn4-03611785-n	n
سوبر فود	طعام خارق	awn4-e33216555b0e0	awn4-e3b11cb73032f	awn4-90017071-n	n
سوبر ماركت	سوق مركزي	awn4-e02f29625cb8b	awn4-e0afa86c8fea2	awn4-04365794-n	n
سوبراليا	جنس سوبراليا	awn4-ef205d27801fd	awn4-eeb62c59f37ae	awn4-12103481-n	n
سوبرانو	صوت نسائي حاد	awn4-e1d3eeb92564d	awn4-eb4b93418ff94	awn4-04993179-n	n
سوبرانو كولوراتورا	كولوراتورا	awn4-e3db198918478	awn4-ed5e13d466c47	awn4-09957538-n	n
سوبرفاند	برنامج الصندوق الممتاز	awn4-e017e6dac0cd2	awn4-e4608e7bab4d3	awn4-05909495-n	n
سوبرنوفا	مستعر اعظم	awn4-e26b7711b8dbc	awn4-e4be201af6276	awn4-09474367-n	n
سوبليماز	فينتانيل	awn4-ee641b61b89f3	awn4-eadea03779d6c	awn4-03333595-n	n
سوبولاريا	مخرازة	awn4-e7c11495063c3	awn4-ed2202b855605	awn4-11918548-n	n
سوبولاريا مائية	عشب المخرز	awn4-eb9f66b5fa20e	awn4-e111f293c419d	awn4-11918740-n	n
سوبيريور	بحيرة سوبيريور	awn4-e522821187c50	awn4-ee915ba7f8452	awn4-09356077-n	n
سوبيز	صلصة البصل الابيض	awn4-ee3e798bd4853	awn4-ec81995fbe144	awn4-07855706-n	n
سوتيريولوجيا	علم الخلاص	awn4-e1f5edd482e34	awn4-e5400bbca633e	awn4-06201422-n	n
سوتين	حاييم سوتين	awn4-e5632298dc849	awn4-ebe082fa4b956	awn4-11329313-n	n
سوتيه	مشوح	awn4-e7977728f7662	awn4-e2e72c02d1dfc	awn4-07670872-n	n
سوتيه	مقلي	awn4-ee313667b5af3	awn4-e67430187f952	awn4-00621112-s	s
سوجي	ارز ياباني	awn4-e44b2b85ac7de	awn4-e79beedc6cba2	awn4-11656655-n	n
سود	ابنوس	awn4-e4c7bfa286d80	awn4-e853b8b9bda9a	awn4-00287093-v	v
سود	اسود	awn4-e4c7bfa286d80	awn4-e878f08638122	awn4-00281302-v	v
سود	شوه	awn4-e4c7bfa286d80	awn4-e73d4d361af94	awn4-01540617-v	v
سود	عتم	awn4-e4aaa1a1df10e	awn4-ea9f32448d8b5	awn4-00312647-v	v
سوداء	خلط اسود	awn4-e2a75971d25a0	awn4-e40f548936a5f	awn4-05414125-n	n
سوداء	نوتة ربعية	awn4-e2a75971d25a0	awn4-ed3fd03edca1b	awn4-06884177-n	n
سودافيد	بريفين	awn4-e3be2e423980a	awn4-e7e9f3a10b2c6	awn4-03812592-n	n
سودافيد	نافازولين	awn4-e3be2e423980a	awn4-ebc268f3bfced	awn4-03812592-n	n
سوداكريس	جنس سوداكريس	awn4-e7c7a89db7a8f	awn4-e3558a8a48685	awn4-01654541-n	n
سوداوي	قاتم	awn4-ea55ff3640f92	awn4-ea43d7c4fc604	awn4-02086637-s	s
سوداوي	قتامي	awn4-ea55ff3640f92	awn4-e76f9da4ab3bd	awn4-00366341-s	s
سوداوي	كئيب	awn4-ea55ff3640f92	awn4-e160f13d61869	awn4-01365600-s	s
سوداوي	متعكر المزاج	awn4-ea55ff3640f92	awn4-e04a09f664282	awn4-01138769-s	s
سوداوي	مرضي	awn4-ea55ff3640f92	awn4-ef7c8846e78ba	awn4-01630621-s	s
سوداوي	مكتئب	awn4-e8ac8f0585c7b	awn4-eb7e4160a63ca	awn4-10326262-n	n
سوداوية	شجن	awn4-e4131c1661c32	awn4-e8904081affc0	awn4-07548485-n	n
سوداوية	كابة مرضية	awn4-e4131c1661c32	awn4-e150512ed25ad	awn4-05707871-n	n
سوداوية	ميلانخوليا	awn4-e4131c1661c32	awn4-e301a22f7179d	awn4-14415896-n	n
سودوتاكسوس	جنس سودوتاكسوس	awn4-e5bad50c2c640	awn4-edfd67fc84b5d	awn4-11683587-n	n
سودوتسوغا	جنس سودوتسوغا	awn4-e4ee98feb155d	awn4-e638c4e5e999e	awn4-11648735-n	n
سودوكو	حمي عضة الجرذ	awn4-e13730a01a58a	awn4-e47f4686324fb	awn4-14591271-n	n
