entityId	languageTag	label	description	typeId	typeLabel	sitelinks	enwikiUrl
Q3504136	en	Anjam	language	Q34770	language	5	https://en.wikipedia.org/wiki/Anjam_language
Q3504147	en	Banda	language spoken in Indonesia	Q34770	language	9	https://en.wikipedia.org/wiki/Banda_language_(Maluku)
Q3504170	en	Beli	Torricelli language of Papua New Guinea	Q34770	language	5	https://en.wikipedia.org/wiki/Beli_language
Q3504178	en	Nakwi	language	Q34770	language	8	https://en.wikipedia.org/wiki/Nakwi_language
Q3504186	en	Babalia Creole Arabic	creolized form of Chadian Arabic spoken by the Babalia	Q34770	language	6	https://en.wikipedia.org/wiki/Babalia_Creole_Arabic
Q3504195	en	Caramanta	language	Q34770	language	5	https://en.wikipedia.org/wiki/Caramanta_language
Q35042	en	Bari	language spoken in South Sudan & Uganda	Q34770	language	17	https://en.wikipedia.org/wiki/Bari_language
Q3504201	en	Apali	language	Q34770	language	7	https://en.wikipedia.org/wiki/Apali_language
Q3504208	en	Basap	language	Q34770	language	13	https://en.wikipedia.org/wiki/Basap_language
Q3504217	en	Awtuw	language	Q34770	language	9	https://en.wikipedia.org/wiki/Awtuw_language
Q3504260	en	Mol	language of Papua New Guinea	Q34770	language	7	https://en.wikipedia.org/wiki/Mol_language
Q3504269	en	Rawo	language	Q34770	language	9	https://en.wikipedia.org/wiki/Rawo_language
Q3504279	en	Aruek	language	Q34770	language	5	https://en.wikipedia.org/wiki/Aruek_language
Q3504287	en	Aigon	language	Q34770	language	6	https://en.wikipedia.org/wiki/Aigon_language
Q3504295	en	Heyo	language	Q34770	language	5	https://en.wikipedia.org/wiki/Heyo_language
Q35043	en	Bukawa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Bukawa_language
Q3504312	en	Paresí	Arawakan language spoken in Brazil	Q34770	language	10	https://en.wikipedia.org/wiki/Paresi_language
Q3504321	en	Asur	language	Q34770	language	11	https://en.wikipedia.org/wiki/Asur_language
Q3504331	en	Laeko	language	Q34770	language	6	https://en.wikipedia.org/wiki/Laeko_language
Q3504358	en	Sempan	language in Indonesia	Q34770	language	7	https://en.wikipedia.org/wiki/Sempan_language
Q35044	en	Buya	Congolese Bantu language	Q34770	language	4	https://en.wikipedia.org/wiki/Buya_language_(Democratic_Republic_of_Congo)
Q3504488	en	Southwest Tanna	language	Q34770	language	10	https://en.wikipedia.org/wiki/Southwest_Tanna_language
Q35045	en	Potosí	city in Bolivia	Q515	city	84	https://en.wikipedia.org/wiki/Potos%C3%AD
Q35046	en	Busuu	language	Q34770	language	13	https://en.wikipedia.org/wiki/Busuu_language
Q3504757	en	Pa	language	Q34770	language	5	https://en.wikipedia.org/wiki/Pa_language
Q35048	en	Cara	language	Q34770	language	7	https://en.wikipedia.org/wiki/Cara_language
Q35050	en	Beba	language	Q34770	language	7	https://en.wikipedia.org/wiki/Beba_language
Q35052	en	Byep	a Bantu language of North Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Byep_language
Q35055	en	Bomboli	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bomboli%E2%80%93Bozaba_language
Q3505736	en	Susquehannock	language	Q34770	language	6	https://en.wikipedia.org/wiki/Susquehannock_language
Q35058	en	Bum	Bantu language of Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Bum_language
Q3505859	en	Suyá	language	Q34770	language	12	https://en.wikipedia.org/wiki/K%C4%A9s%C3%AAdj%C3%AA_language
Q35061	en	Bullom So	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bullom_So_language
Q35063	en	Bomitaba	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bomitaba_language
Q35065	en	Bomu	language of Mali and Burkina Faso	Q34770	language	8	https://en.wikipedia.org/wiki/Bomu_language
Q35066	en	Buraka	language of central Africa	Q34770	language	4	
Q35067	en	Bwisi	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bwisi_language
Q35068	en	Bakole	language of Cameroon	Q34770	language	4	
Q35071	en	Londo	Bantu language of the Democratic Republic of the Congo	Q34770	language	8	https://en.wikipedia.org/wiki/Londo_language
Q3507211	en	Tugurt	Zenati Amazigh (Berber) language spoken in Algeria	Q34770	language	14	https://en.wikipedia.org/wiki/Tugurt_language
Q35074	en	Cerma	language	Q34770	language	8	https://en.wikipedia.org/wiki/Cerma_language
Q3507479	en	Hieroglyphic Luwian	language	Q34770	language	10	https://en.wikipedia.org/wiki/Hieroglyphic_Luwian
Q3507488	en	Akwáwa	subgroup of Tupi–Guarani languages	Q34770	language	3	https://en.wikipedia.org/wiki/Akw%C3%A1wa_language
Q35078	en	Bamukumbit	language	Q34770	language	8	https://en.wikipedia.org/wiki/Bamukumbit_language
Q3507832	en	Jola-Fonyi	language	Q34770	language	12	https://en.wikipedia.org/wiki/Jola-Fonyi_language
Q3507864	en	Serbian Church Slavic language	extinct Serbian redaction of the Church Slavic literary language	Q34770	language	7	https://en.wikipedia.org/wiki/Serbian_Church_Slavic
Q3507873	en	Anambé	language	Q34770	language	12	https://en.wikipedia.org/wiki/Anamb%C3%A9_language
Q3507881	en	Mufian	language	Q34770	language	7	https://en.wikipedia.org/wiki/Mufian_language
Q3507888	en	Andarum	language	Q34770	language	6	https://en.wikipedia.org/wiki/Andarum_language
Q3507895	en	Bukiyip	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bukiyip_language
Q3507907	en	Aruá	language	Q34770	language	8	https://en.wikipedia.org/wiki/Aru%C3%A1_language_(Rond%C3%B4nia)
Q3507920	en	Arem	language	Q34770	language	11	https://en.wikipedia.org/wiki/Arem_language
Q3507932	en	Atorada	language	Q34770	language	9	https://en.wikipedia.org/wiki/Atorada_language
Q3507941	en	Apiaká	language	Q34770	language	7	https://en.wikipedia.org/wiki/Apiak%C3%A1_language
Q3507959	en	Arabana	language	Q34770	language	7	https://en.wikipedia.org/wiki/Arabana_language
Q3507964	en	Mantion	language in Papua	Q34770	language	10	https://en.wikipedia.org/wiki/Sougb_language
Q3507971	en	Arma	language	Q34770	language	9	https://en.wikipedia.org/wiki/Arma_language
Q3507977	en	Bragat	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bragat_language
Q3507983	en	Puari	language	Q34770	language	9	https://en.wikipedia.org/wiki/Puari_language
Q3507990	en	Tutong	Austronesian language spoken in Brunei	Q34770	language	16	https://en.wikipedia.org/wiki/Tutong_language
Q3507995	en	Aurá	language	Q34770	language	7	https://en.wikipedia.org/wiki/Aur%C3%AA%E2%80%93Aur%C3%A1_language
Q35080	en	Boma	Bantu language	Q34770	language	7	https://en.wikipedia.org/wiki/Boma_language
Q3508001	en	Angaataha	language	Q34770	language	7	https://en.wikipedia.org/wiki/Angaataha_language
Q3508007	en	Agavotaguerra	language	Q34770	language	5	https://en.wikipedia.org/wiki/Agavotaguerra_language
Q3508015	en	Abelam	language	Q34770	language	14	https://en.wikipedia.org/wiki/Ambulas_language
Q3508025	en	Amele	language	Q34770	language	10	https://en.wikipedia.org/wiki/Amele_language
Q3508036	en	Southern Aymara	language	Q34770	language	4	https://en.wikipedia.org/wiki/Southern_Aymara_language
Q3508044	en	Bumbita	language	Q34770	language	6	https://en.wikipedia.org/wiki/Bumbita_language
Q3508053	en	Amanayé	language	Q34770	language	8	https://en.wikipedia.org/wiki/Amanay%C3%A9_language
Q3508067	en	Arta	language	Q34770	language	15	https://en.wikipedia.org/wiki/Arta_language
Q3508074	en	Nai	language	Q34770	language	8	https://en.wikipedia.org/wiki/Nai_language
Q3508085	en	Sinauna	language	Q34770	language	11	https://en.wikipedia.org/wiki/Hatang_Kayi_language
Q3508092	en	Amri	spoken by the Karbi people of Assam and Meghalaya, India	Q34770	language	5	https://en.wikipedia.org/wiki/Amri_Karbi_language
Q3508100	en	Angor	language	Q34770	language	8	https://en.wikipedia.org/wiki/Angor_language
Q3508107	en	Aneme Wake	language	Q34770	language	8	https://en.wikipedia.org/wiki/Aneme_Wake_language
Q3508116	en	Kwomtari	language	Q34770	language	8	https://en.wikipedia.org/wiki/Kwomtari_language
Q3508132	en	Anuki	language	Q34770	language	8	https://en.wikipedia.org/wiki/Anuki_language
Q35083	en	Beezen	language	Q34770	language	8	https://en.wikipedia.org/wiki/Beezen_language
Q35084	en	Bongili	Bantu language of the Republic of Congo	Q34770	language	6	https://en.wikipedia.org/wiki/Bongili_language
Q35085	en	Buli	language in Ghana	Q34770	language	9	https://en.wikipedia.org/wiki/Buli_language_(Ghana)
Q3508617	en	Mesmes	extinct Gurage language of Ethiopia	Q34770	language	10	https://en.wikipedia.org/wiki/Mesmes_language
Q35087	en	Boki	language	Q34770	language	11	https://en.wikipedia.org/wiki/Bokyi_language
Q3508760	en	Namla	language in Indonesia	Q34770	language	8	https://en.wikipedia.org/wiki/Namla_language
Q35088	en	Bom	language	Q34770	language	8	https://en.wikipedia.org/wiki/Bom_language
Q35089	en	Boko	language of the Democratic Republic of the Congo	Q34770	language	5	
Q35091	en	Awakatek	language	Q34770	language	20	https://en.wikipedia.org/wiki/Awakatek_language
Q3509129	en	Areba	language	Q34770	language	4	
Q3509164	en	Ayabadhu	Extinct Australian Aboriginal language	Q34770	language	7	https://en.wikipedia.org/wiki/Ayabadhu_language
Q35092	en	Amuzgo	pescado	Q34770	language	10	https://en.wikipedia.org/wiki/Amuzgo_language
Q35095	en	Badyara	language	Q34770	language	13	https://en.wikipedia.org/wiki/Badyara_language
Q35096	en	Bedik	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bedik_language
Q3509628	en	Ekid	Language	Q34770	language	10	https://en.wikipedia.org/wiki/Eket_language
Q3509732	en	ǁXegwi	language	Q34770	language	9	https://en.wikipedia.org/wiki/%C7%81Xegwi_language
Q35098	en	Bassari	language	Q34770	language	16	https://en.wikipedia.org/wiki/Bassari_language
Q35099	en	Biafada	language	Q34770	language	13	https://en.wikipedia.org/wiki/Biafada_language
Q35100	en	Bouyei	language	Q34770	language	23	https://en.wikipedia.org/wiki/Bouyei_language
Q35101	en	Bunak	language in Timor Leste	Q34770	language	13	https://en.wikipedia.org/wiki/Bunak_language
Q35103	en	Bai	Macro-Bai language of Yunnan, China	Q34770	language	35	https://en.wikipedia.org/wiki/Bai_language
Q35104	en	Ancash Quechua	language	Q34770	language	10	https://en.wikipedia.org/wiki/Ancash_Quechua
Q35106	en	Bru	Mon–Khmer dialect continuum	Q34770	language	14	https://en.wikipedia.org/wiki/Bru_language
Q35108	en	Bench	language	Q34770	language	15	https://en.wikipedia.org/wiki/Bench_language
Q35110	en	Bube	Bantu or Bantoid language of Equatorial Guinea	Q34770	language	18	https://en.wikipedia.org/wiki/Bube_language
Q35112	en	Cajamarca Quechua	language	Q34770	language	10	https://en.wikipedia.org/wiki/Cajamarca_Quechua
Q35115	en	Kaqchikel	Mesoamerican language	Q34770	language	30	https://en.wikipedia.org/wiki/Kaqchikel_language
Q3511919	en	Koho	language	Q34770	language	12	https://en.wikipedia.org/wiki/Koho_language
Q35121	en	Abon	language spoken in Nigeria and Cameroon	Q34770	language	15	https://en.wikipedia.org/wiki/Abon_language
Q3512141	en	Waikerí	indigenous people of Venezuela	Q34770	language	7	https://en.wikipedia.org/wiki/Waiker%C3%AD
Q3512161	en	Gogodala	language	Q34770	language	8	https://en.wikipedia.org/wiki/Gogodala_language
Q35123	en	Bussa	language	Q34770	language	15	https://en.wikipedia.org/wiki/Bussa_language
Q3512402	en	Adap	language	Q34770	language	5	
Q35125	en	Dengebu	language	Q34770	language	11	https://en.wikipedia.org/wiki/Dagik_language
Q3512660	en	Upper Ta'oih	Austro-Asiatic language spoken in Laos and Vietnam	Q34770	language	4	
Q3512690	en	Taba	language in North Maluku	Q34770	language	10	https://en.wikipedia.org/wiki/Taba_language
Q35128	en	Amarakaeri	language	Q34770	language	12	https://en.wikipedia.org/wiki/Amarakaeri_language
Q35133	en	Old Frisian	West Germanic language spoken between the 13th and 16th centuries	Q34770	language	27	https://en.wikipedia.org/wiki/Old_Frisian
Q3513300	en	Ansus	language	Q34770	language	8	https://en.wikipedia.org/wiki/Ansus_language
Q3513309	en	Baham	language spoken in West Papua, Indonesia	Q34770	language	9	https://en.wikipedia.org/wiki/Baham_language
Q3513320	en	Pamona	language	Q34770	language	13	https://en.wikipedia.org/wiki/Pamona_language
Q3513326	en	Awyi	Papuan language	Q34770	language	10	https://en.wikipedia.org/wiki/Awyi_language
Q3513542	en	Tawoyan	language	Q34770	language	6	
Q3513597	en	Tachi Yokuts	Southern Valley Yokuts dialect of California	Q34770	language	2	https://en.wikipedia.org/wiki/Tachi_Yokuts
Q3513637	en	Iranian Persian	dialect of the Persian language	Q34770	language	15	https://en.wikipedia.org/wiki/Iranian_Persian
Q35137	en	Old Chinese	oldest attested stage of Chinese	Q34770	language	30	https://en.wikipedia.org/wiki/Old_Chinese
Q35138	en	Chachapoyas Quechua	language	Q34770	language	10	https://en.wikipedia.org/wiki/Chachapoyas_Quechua
Q35141	en	Dangme	Kwa language of Ghana	Q34770	language	29	https://en.wikipedia.org/wiki/Dangme_language
Q3514220	en	Khowa	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bugun_language
Q351427	en	Adama	human settlement in Ethiopia	Q515	city	52	https://en.wikipedia.org/wiki/Adama
Q3514336	en	Takia	Language	Q34770	language	8	https://en.wikipedia.org/wiki/Takia_language
Q3514343	en	Tunni	language	Q34770	language	9	https://en.wikipedia.org/wiki/Tunni_language
Q3514481	en	Angguruk Yali	language	Q34770	language	5	
Q3514498	en	Taliabu	language in Maluku	Q34770	language	8	https://en.wikipedia.org/wiki/Taliabo_language
Q35145	en	Ayacucho Quechua	dialect of the Southern Quechua language	Q34770	language	9	https://en.wikipedia.org/wiki/Ayacucho_Quechua
Q3514510	en	Talise	language	Q34770	language	7	https://en.wikipedia.org/wiki/Talise_language
Q3514563	en	Taloki	language	Q34770	language	5	
Q3514714	en	Blidean Atlas Tamazight	Amazigh language spoken in Algeria	Q34770	language	5	https://en.wikipedia.org/wiki/Blidean_Atlas_Tamazight
Q3514812	en	Tami	language	Q34770	language	8	https://en.wikipedia.org/wiki/Tami_language
Q3514851	en	Iyengar Tamil	dialect of Tamil spoken in Tamil Nadu and Karnataka	Q34770	language	4	https://en.wikipedia.org/wiki/Iyengar_Tamil
Q3514882	en	Tampuan	language	Q34770	language	10	https://en.wikipedia.org/wiki/Tampuan_language
Q3514892	en	Bamayo	language	Q34770	language	8	https://en.wikipedia.org/wiki/Malayic_Dayak_languages
Q3514927	en	Sumeri	language in Papua	Q34770	language	7	https://en.wikipedia.org/wiki/Sumuri_language
Q3515056	en	Cuvok	language	Q34770	language	9	https://en.wikipedia.org/wiki/Cuvok_language
Q3515058	en	Bwa	Bantu language of the Democratic Republic of the Congo	Q34770	language	8	https://en.wikipedia.org/wiki/Bwa_language
Q3515061	en	Bakpinka	language	Q34770	language	10	https://en.wikipedia.org/wiki/Bakpinka_language
Q3515065	en	Buwal	language	Q34770	language	10	https://en.wikipedia.org/wiki/Buwal_language
Q3515067	en	Baan	Ogoni language of Nigeria	Q34770	language	8	https://en.wikipedia.org/wiki/Baan_language
Q3515074	en	Baali	language	Q34770	language	7	https://en.wikipedia.org/wiki/Bali_language_(DRC)
Q3515078	en	Wuzlam	language	Q34770	language	8	https://en.wikipedia.org/wiki/Wuzlam_language
Q3515084	en	North Giziga	language	Q34770	language	7	https://en.wikipedia.org/wiki/North_Giziga_language
Q3515088	en	Vame	language	Q34770	language	10	https://en.wikipedia.org/wiki/Vame_language
Q3515096	en	Parkwa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Parkwa_language
Q3515111	en	Tangga	Oceanic language of New Ireland	Q34770	language	5	https://en.wikipedia.org/wiki/Tangga_language
Q3515185	en	Eastern Abenaki	language	Q34770	language	6	https://en.wikipedia.org/wiki/Eastern_Abenaki_language
Q3515188	en	Tanimbili	language	Q34770	language	9	https://en.wikipedia.org/wiki/Tanimbili_language
Q3515198	en	Abane	language	Q34770	language	7	https://en.wikipedia.org/wiki/Avane_language
Q35152	en	Dilling	language of Sudan	Q34770	language	6	https://en.wikipedia.org/wiki/Dilling_language
Q35154	en	South Central Dinka	language of Sudan and South Sudan	Q34770	language	4	
Q3515594	en	West Tarangan	language	Q34770	language	4	
Q35156	en	Car	Austroasiatic language spoken in the Nicobar Islands of India	Q34770	language	22	https://en.wikipedia.org/wiki/Car_language
Q3515603	en	Tarao	language	Q34770	language	9	https://en.wikipedia.org/wiki/Tarao_language
Q35157	en	Bwamu	Gur language of Burkina Faso	Q34770	language	10	https://en.wikipedia.org/wiki/Buamu_language
Q3516141	en	Taulil	language	Q34770	language	8	https://en.wikipedia.org/wiki/Taulil_language
Q35162	en	Koasati	Native American language spoken in Louisiana	Q34770	language	12	https://en.wikipedia.org/wiki/Koasati_language
Q35163	en	Day	Adamawa language of southern Chad	Q34770	language	11	https://en.wikipedia.org/wiki/Day_language
Q351633	en	Adamic language	language spoken by Adam in the Garden of Eden	Q34770	language	19	https://en.wikipedia.org/wiki/Adamic_language
Q35164	en	Dendi	language of Benin	Q34770	language	16	https://en.wikipedia.org/wiki/Dendi_language
Q3516641	en	Chuvan	language	Q34770	language	13	https://en.wikipedia.org/wiki/Chuvan_language
Q3516731	en	Teanu	language	Q34770	language	8	https://en.wikipedia.org/wiki/Teanu_language
Q35168	en	Santiagueño Quechua	dialect of Southern Quechua spoken in Argentina	Q34770	language	11	https://en.wikipedia.org/wiki/Santiague%C3%B1o_Quechua
Q35173	en	Chinook Jargon	pidgin language of northwest North America	Q34770	language	23	https://en.wikipedia.org/wiki/Chinook_Jargon
Q35174	en	Defaka	endangered language of Nigeria	Q34770	language	13	https://en.wikipedia.org/wiki/Defaka_language
Q35175	en	Chontal Maya	Maya language of Tabasco, Mexico	Q34770	language	19	https://en.wikipedia.org/wiki/Chontal_Maya_language
Q35177	en	Ch’orti’	Mayan language	Q34770	language	23	https://en.wikipedia.org/wiki/Ch%CA%BCorti%CA%BC_language
Q35178	en	Kuwait City	capital of Kuwait	Q515	city	168	https://en.wikipedia.org/wiki/Kuwait_City
Q35179	en	Ch’ol	Mayan language of Chiapas, Mexico	Q34770	language	25	https://en.wikipedia.org/wiki/Ch%CA%BCol_language
Q35180	en	Dibole	Bantu language	Q34770	language	7	https://en.wikipedia.org/wiki/Bole_language_(Bantu)
Q35181	en	Cherepon	Guang language of Ghana	Q34770	language	12	https://en.wikipedia.org/wiki/Cherepon_language
Q35182	en	Degema	Edoid language of Nigeria	Q34770	language	12	https://en.wikipedia.org/wiki/Degema_language
Q3518239	en	Teop	language	Q34770	language	8	https://en.wikipedia.org/wiki/Teop_language
Q3518245	en	Southwestern Tepehuan	language	Q34770	language	2	
Q35183	en	Deg	Gur language of Ghana	Q34770	language	10	https://en.wikipedia.org/wiki/Deg_language
Q3518362	en	Teressa	language	Q34770	language	9	https://en.wikipedia.org/wiki/Teressa_language
Q3518379	en	Terik	language	Q34770	language	4	https://en.wikipedia.org/wiki/Terik_language
Q3518492	en	Ternate	language in North Maluku	Q34770	language	15	https://en.wikipedia.org/wiki/Ternate_language
Q35185	en	Busa	Mande language of Nigeria	Q34770	language	10	https://en.wikipedia.org/wiki/Busa_language_(Mande)
Q35186	en	Tammari	Gur language of Benin and Togo	Q34770	language	15	https://en.wikipedia.org/wiki/Tammari_language
Q35187	en	Denya	Bantoid language of Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Denya_language
Q35189	en	Busam	Grassfields Bantu language of Cameroon	Q34770	language	6	https://en.wikipedia.org/wiki/Busam_language
Q3519	en	Bari	Italian city, capital of the Apulia region	Q515	city	146	https://en.wikipedia.org/wiki/Bari
Q35190	en	Chala	Gur language	Q34770	language	11	https://en.wikipedia.org/wiki/Chala_language
Q3519243	en	Teushen	language	Q34770	language	6	https://en.wikipedia.org/wiki/Teushen_language
Q35193	en	Cipu	language of Kacwin	Q34770	language	14	https://en.wikipedia.org/wiki/Cipu_language
Q3519302	en	Tewa	language spoken in Indonesia	Q34770	language	12	https://en.wikipedia.org/wiki/Teiwa_language
Q35194	en	Chung	Eastern Beboid language of Cameroon	Q34770	language	8	https://en.wikipedia.org/wiki/Chung_language
Q35196	en	Kaalong	Bantu language of Cameroon	Q34770	language	6	https://en.wikipedia.org/wiki/Kaalong_language
Q35199	en	Shingini	Kainji language of Nigeria	Q34770	language	9	https://en.wikipedia.org/wiki/Shingini_language
Q35202	en	Ding	Bantu language spoken in the Democratic Republic of Congo	Q34770	language	6	https://en.wikipedia.org/wiki/Ding_language
Q35204	en	Kyoli	Plateau language of Nigeria	Q34770	language	7	https://en.wikipedia.org/wiki/Kyoli_language
Q35206	en	Chakali	Gur language	Q34770	language	12	https://en.wikipedia.org/wiki/Chakali_language
Q35208	en	Dii	dialect cluster of Cameroon	Q34770	language	9	https://en.wikipedia.org/wiki/Dii_languages
Q35210	en	Senara	Atlantic–Congo language of Burkina Faso and Mali	Q34770	language	8	https://en.wikipedia.org/wiki/Senara_language
Q35214	en	Anglo-Norman	langue d'oïl formerly spoken in the British Isles	Q34770	language	36	https://en.wikipedia.org/wiki/Anglo-Norman_language
Q35215	en	Berbice Creole Dutch	extinct Dutch-based creole language of Guyana	Q34770	language	14	https://en.wikipedia.org/wiki/Berbice_Creole_Dutch
Q35217	en	Ardhamagadhi Prakrit	Middle Indo-Aryan language of India	Q34770	language	16	https://en.wikipedia.org/wiki/Ardhamagadhi_Prakrit
Q35218	en	Old High German	earliest stage of the German language, spoken from 500/750 to 1050 AD	Q34770	language	50	https://en.wikipedia.org/wiki/Old_High_German
Q35219	en	Old Saxon	Germanic language spoken 8C – 12C	Q34770	language	43	https://en.wikipedia.org/wiki/Old_Saxon
Q35222	en	Old French	Gallo-Romance dialect continuum spoken from the 9th century to the middle of the 14th century	Q34770	language	63	https://en.wikipedia.org/wiki/Old_French
Q3522797	en	Dhanwar Rai	Language spoken in Nepal	Q34770	language	13	https://en.wikipedia.org/wiki/Danwar_language
Q35228	en	Old East Slavic	language (or a group of dialects) used by the East Slavs from the 7th or 8th century to the 13th or 14th century	Q34770	language	58	https://en.wikipedia.org/wiki/Old_East_Slavic
Q35229	en	Dhimal	Sino-Tibetan language of Nepal	Q34770	language	16	https://en.wikipedia.org/wiki/Dhimal_language
Q35233	en	Chuj	Mayan language	Q34770	language	23	https://en.wikipedia.org/wiki/Chuj_language
Q35235	en	Chipaya	native South American language	Q34770	language	15	https://en.wikipedia.org/wiki/Chipaya_language
Q35237	en	Nii	Trans–New Guinea language of Papua New Guinea	Q34770	language	9	https://en.wikipedia.org/wiki/Nii_language
Q35242	en	Deylami	Extinct Iranian language of northern Iran	Q34770	language	10	https://en.wikipedia.org/wiki/Daylami_language
Q35244	en	Dazaga-kara	Saharan language of eastern Niger and northern Chad	Q34770	language	19	https://en.wikipedia.org/wiki/Daza_language
Q35246	en	Oruro	city of Bolivia	Q515	city	61	https://en.wikipedia.org/wiki/Oruro
Q35247	en	Belanda Viri	Ubangian language of South Sudan	Q34770	language	9	https://en.wikipedia.org/wiki/Belanda_Viri_language
Q35250	en	Ekajuk	Ekoid language of Nigeria	Q34770	language	13	https://en.wikipedia.org/wiki/Kajuk_language
Q35251	en	Guro	Mande language of Ivory Coast	Q34770	language	15	https://en.wikipedia.org/wiki/Guro_language
Q35254	en	Ekpeye	distinct ethnic languages of Rivers State, Nigeria	Q34770	language	15	https://en.wikipedia.org/wiki/Ekpeye_language
Q35256	en	Kyode	Guang language of Ghana	Q34770	language	12	https://en.wikipedia.org/wiki/Kyode_language
Q35257	en	Grebo	Kru language of Liberia	Q34770	language	10	https://en.wikipedia.org/wiki/Grebo_language
Q35258	en	Dwang	Guang language of Ghana	Q34770	language	9	https://en.wikipedia.org/wiki/Dwang_language
Q35259	en	Evant	Southern Bantoid language of Nigeria	Q34770	language	11	https://en.wikipedia.org/wiki/Evant_language
Q35260	en	Esimbi	language of Cameroon	Q34770	language	14	https://en.wikipedia.org/wiki/Esimbi_language
Q35262	en	Etulo	Volta–Niger language of Nigeria	Q34770	language	9	https://en.wikipedia.org/wiki/Etulo_language
Q35263	en	Duupa	language of Cameroon	Q34770	language	5	
Q35265	en	Gidar	language	Q34770	language	8	https://en.wikipedia.org/wiki/Gidar_language
Q35266	en	Dzodinka	language	Q34770	language	8	https://en.wikipedia.org/wiki/Dzodinka_language
Q35267	en	Gonja	language	Q34770	language	16	https://en.wikipedia.org/wiki/Gonja_language
Q35268	en	Esan	Edoid language spoken in Nigeria	Q34770	language	16	https://en.wikipedia.org/wiki/Esan_language
Q35270	en	Dompo	language of Ghana	Q34770	language	9	https://en.wikipedia.org/wiki/Dompo_language
Q35271	en	Ghomala'	Grassfields Bantu language of Cameroon	Q34770	language	10	https://en.wikipedia.org/wiki/Ghomala%CA%BC_language
Q35272	en	Goemai	Afro-Asiatic language of Nigeria	Q34770	language	12	https://en.wikipedia.org/wiki/Goemai_language
Q35274	en	Hijuk	Bantu language of Cameroon	Q34770	language	6	https://en.wikipedia.org/wiki/Hijuk_language
Q35278	en	Khinalug	Northeast Caucasian language of Azerbaijan	Q34770	language	33	https://en.wikipedia.org/wiki/Khinalug_language
Q3528020	en	Tiang	Western Oceanic language	Q34770	language	6	https://en.wikipedia.org/wiki/Tiang_language
Q3528199	en	Tidore	language in North Maluku	Q34770	language	10	https://en.wikipedia.org/wiki/Tidore_language
Q3528276	en	Tigak	language	Q34770	language	7	https://en.wikipedia.org/wiki/Tigak_language
Q35284	en	Cia-Cia	Austronesian language spoken on Buton island, Indonesia	Q34770	language	35	https://en.wikipedia.org/wiki/Cia-Cia_language
Q35287	en	Kaligi	language	Q34770	language	7	https://en.wikipedia.org/wiki/Kaligi_language
Q35290	en	Fam	Bantoid language of Nigeria	Q34770	language	9	https://en.wikipedia.org/wiki/Fam_language
Q35291	en	Epie	Volta–Niger language of Nigeria	Q34770	language	11	https://en.wikipedia.org/wiki/Epie_language
Q3529155	en	Tempasuk Dusun	language	Q34770	language	3	
Q35292	en	Gedaged	Austronesian language of Madang Province, Papua New Guinea	Q34770	language	8	https://en.wikipedia.org/wiki/Gedaged_language
Q3529205	en	Tinputz	language	Q34770	language	7	https://en.wikipedia.org/wiki/Tinputz_language
Q35294	en	Ebughu	Ebughu language	Q34770	language	10	https://en.wikipedia.org/wiki/Ebughu_language
Q35296	en	Ekoi	language	Q34770	language	11	https://en.wikipedia.org/wiki/Jagham_language
Q35297	en	Efutop	language	Q34770	language	11	https://en.wikipedia.org/wiki/Futop_language
Q35299	en	Dowayo	language	Q34770	language	8	https://en.wikipedia.org/wiki/Doyayo_language
Q35300	en	Eggon	language	Q34770	language	7	https://en.wikipedia.org/wiki/Eggon_language
Q35303	en	Dongo	language of the Democratic Republic of Congo	Q34770	language	7	https://en.wikipedia.org/wiki/Dongo_language
Q3530330	en	Tofin	language spoken in Benin	Q34770	language	8	https://en.wikipedia.org/wiki/Tofin_language
Q35304	en	Como Karim	Jukunoid language of language	Q34770	language	8	https://en.wikipedia.org/wiki/Como_Karim_language
Q35306	en	Gbanzili	language	Q34770	language	6	https://en.wikipedia.org/wiki/Gbanzili_language
Q35309	en	Eteocypriot	language	Q34770	language	21	https://en.wikipedia.org/wiki/Eteocypriot_language
Q35311	en	Dime	language	Q34770	language	11	https://en.wikipedia.org/wiki/Dime_language
Q3531199	en	Tombulu	language	Q34770	language	13	https://en.wikipedia.org/wiki/Tombulu_language
Q35313	en	Dizin	language	Q34770	language	13	https://en.wikipedia.org/wiki/Dizin_language
Q3531388	en	Tomoip	language	Q34770	language	6	https://en.wikipedia.org/wiki/Tomoip_language
Q35315	en	Ghomara	language	Q34770	language	20	https://en.wikipedia.org/wiki/Ghomara_language
Q3531514	en	Tondano	language	Q34770	language	12	https://en.wikipedia.org/wiki/Tondano_language
